Unnamed: 0,Name,Opening,Closing,Volume,Date,Opening_Price,Closing_Price,Volume_Traded
,34.0,,,,08-25-2022,30.3679,30.6126,1614300.0
,35.0,,,,08-25-2022,22.5,21.25,19800.0
,36.0,,,,08-25-2022,8.5,8.5,0.0
,37.0,,,,08-25-2022,93.55,93.55,0.0
,38.0,,,,08-25-2022,70,74.5,1000.0
,39.0,,,,08-25-2022,163.32,160.297,54200.0
,40.0,,,,08-25-2022,1.5491,1.5484,86500.0
,41.0,,,,08-25-2022,127.8,129.0,100.0
,42.0,,,,08-25-2022,1.9931,2.0,14300.0
,43.0,,,,08-25-2022,72,61.2813,13100.0
,44.0,,,,08-25-2022,4.57,4.5568,9500.0
,45.0,,,,08-25-2022,34.2,34.2,0.0
,46.0,,,,08-25-2022,2,2.0,2100.0
,47.0,,,,08-25-2022,84.1333,84.1333,0.0
,48.0,,,,08-25-2022,0.0288,0.0288,0.0
,49.0,,,,08-25-2022,3.6125,3.6125,9100.0
,50.0,,,,08-25-2022,17,17.0,0.0
,51.0,,,,08-25-2022,4.9231,4.9266,4600.0
,EQUITIES,,,,09-01-2022,,,
,Afdis Distillers Limited,,,,09-01-2022,315.0,315.0,0.0
,African Sun Limited,,,,09-01-2022,15.805,15.8054,7400.0
,Amalgamated Regional Trading (Art) Holdings Limited,,,,09-01-2022,14.45,14.45,0.0
,Ariston Holdings Limited,,,,09-01-2022,2.39,2.3976,20300.0
,Axia Corporation Limited,,,,09-01-2022,62.81,58.7418,193900.0
,Bridgefort Capital Limited,,,,09-01-2022,10.2,10.2,800.0
,Bridgefort Capital Limited Class B,,,,09-01-2022,26.0,26.0,0.0
,British American Tobacco Zimbabwe Limited,,,,09-01-2022,2330.0,2300.0,1200.0
,Cafca Limited,,,,09-01-2022,200.0,200.0,0.0
,Cbz Holdings Limited,,,,09-01-2022,150.0471,140.0,5000.0
,Cfi Holdings Limited,,,,09-01-2022,370.0,370.0,0.0
,Dairibord Holdings Limited,,,,09-01-2022,22.0,21.9567,614600.0
,Delta Corporation Limited,,,,09-01-2022,221.7561,221.8934,235300.0
,Ecocash Holdings Zimbabwe Limited,,,,09-01-2022,37.9643,35.8384,242200.0
,Econet Wireless Zimbabwe Limited,,,,09-01-2022,109.9545,108.7775,313100.0
,Edgars Stores Limited,,,,09-01-2022,6.59,6.59,400.0
,Fbc Holdings Limited,,,,09-01-2022,58.75,57.8153,123100.0
,Fidelity Life Assurance Limited,,,,09-01-2022,22.0,22.0,400.0
,First Capital Bank Limited,,,,09-01-2022,6.9989,7.5,2000.0
,First Mutual Holdings Limited,,,,09-01-2022,19.0,19.0,200.0
,First Mutual Properties Limited,,,,09-01-2022,6.1,6.0,5600.0
,General Beltings Holdings Limited,,,,09-01-2022,1.55,1.55,7000.0
,Getbucks Microfinance Bank Limited,,,,09-01-2022,17.0,17.0,100.0
,Hippo Valley Estates Limited,,,,09-01-2022,208.25,208.25,1500.0
,Innscor Africa Limited,,,,09-01-2022,270.3306,270.0,93600.0
,Lafarge Cement Zimbabwe Limited,,,,09-01-2022,120.0,102.0,26100.0
,Mashonaland Holdings Limited,,,,09-01-2022,5.0039,5.24,300.0
,Masimba Holdings Limited,,,,09-01-2022,43.5,49.9878,40700.0
,Meikles Limited,,,,09-01-2022,100.0,100.0,13200.0
,Nampak Zimbabwe Limited,,,,09-01-2022,9.6268,9.6268,0.0
,National Foods Holdings Limited,,,,09-01-2022,1345.0,1345.0,8700.0
,National Tyre Services Limited,,,,09-01-2022,13.0,13.0,0.0
,Nmbz Holdings Limited,,,,09-01-2022,16.0,15.0,2007000.0
,Ok Zimbabwe Limited,,,,09-01-2022,32.0183,34.2253,1814800.0
,Proplastics Limited,,,,09-01-2022,21.6672,21.8,225500.0
,Rainbow Tourism Group Limited,,,,09-01-2022,8.2,8.2,0.0
,Riozim Limited,,,,09-01-2022,85.0,85.0,0.0
,Seed Co Limited,,,,09-01-2022,77.9333,69.9469,56500.0
,Simbisa Brands Limited,,,,09-01-2022,156.7805,155.6829,144100.0
,Starafricacorporation Limited,,,,09-01-2022,1.63,1.63,89200.0
,Tanganda Tea Company Limited,,,,09-01-2022,124.0,124.9229,372300.0
,Truworths Limited,,,,09-01-2022,1.87,1.7,500.0
,Tsl Limited,,,,09-01-2022,61.25,61.25,0.0
,Turnall Holdings Limited,,,,09-01-2022,4.57,4.57,0.0
,Unifreight Africa Limited,,,,09-01-2022,34.2,34.2,0.0
,Willdale Limited,,,,09-01-2022,1.8027,1.95,1000.0
,Zb Financial Holdings Limited,,,,09-01-2022,70.4348,70.4348,0.0
,Zeco Holdings Limited,,,,09-01-2022,0.0288,0.0288,0.0
,Zimbabwe Newspapers (1980) Limited,,,,09-01-2022,4.0,4.0,900.0
,Zimplow Holdings Limited,,,,09-01-2022,16.9514,16.9514,0.0
,Zimre Holdings Limited,,,,09-01-2022,4.8518,4.8202,3100.0
,1.0,,,,11-12-2022,297.8,296.75,400.0
,2.0,,,,11-12-2022,25.0,24.9969,6400.0
,3.0,,,,11-12-2022,15.0636,15.0636,0.0
,4.0,,,,11-12-2022,4.0,3.9437,7900.0
,5.0,,,,11-12-2022,74.1021,70.0,147200.0
,6.0,,,,11-12-2022,8.0,8.0,0.0
,7.0,,,,11-12-2022,26.0,26.0,0.0
,8.0,,,,11-12-2022,2950.0,2950.0,0.0
,9.0,,,,11-12-2022,200.05,200.05,0.0
,10.0,,,,11-12-2022,130.0,130.0,9000.0
,11.0,,,,11-12-2022,411.25,411.25,0.0
,12.0,,,,11-12-2022,49.7,49.75,500.0
,13.0,,,,11-12-2022,213.5839,212.0412,34100.0
,14.0,,,,11-12-2022,38.4519,38.5,243200.0
,15.0,,,,11-12-2022,81.4611,80.3895,474600.0
,16.0,,,,11-12-2022,7.5,7.5,4000.0
,17.0,,,,11-12-2022,62.5012,62.5012,0.0
,18.0,,,,11-12-2022,24.0,24.0,0.0
,19.0,,,,11-12-2022,10.4,10.4,0.0
,20.0,,,,11-12-2022,23.5,23.5,0.0
,21.0,,,,11-12-2022,8.8135,8.82,300.0
,22.0,,,,11-12-2022,2.0,2.0,0.0
,23.0,,,,11-12-2022,18.95,18.95,0.0
,24.0,,,,11-12-2022,207.05,207.0501,60100.0
,25.0,,,,11-12-2022,329.0831,327.5898,371400.0
,26.0,,,,11-12-2022,124.7419,124.7419,0.0
,27.0,,,,11-12-2022,7.81,7.81,65500.0
,28.0,,,,11-12-2022,78.0,78.0,0.0
,29.0,,,,11-12-2022,100.5,100.001,203400.0
,30.0,,,,11-12-2022,10.0,10.0,0.0
,31.0,,,,11-12-2022,1103.0,1103.0,0.0
,32.0,,,,11-12-2022,12.0,12.0,0.0
,33.0,,,,11-12-2022,24.4025,25.0,200.0
,34.0,,,,11-12-2022,29.6832,29.8956,8000.0
,35.0,,,,11-12-2022,27.7109,27.7109,0.0
,36.0,,,,11-12-2022,7.9063,7.9063,0.0
,37.0,,,,11-12-2022,140.0,140.0,0.0
,38.0,,,,11-12-2022,90.0,90.0,54500.0
,39.0,,,,11-12-2022,229.8211,227.6667,300.0
,40.0,,,,11-12-2022,1.877,1.89,5500.0
,41.0,,,,11-12-2022,90.0,90.0,95300.0
,42.0,,,,11-12-2022,2.2025,2.2025,0.0
,43.0,,,,11-12-2022,41.1794,41.1794,0.0
,44.0,,,,11-12-2022,3.91,3.91,0.0
,45.0,,,,11-12-2022,52.9692,52.9692,0.0
,46.0,,,,11-12-2022,2.845,2.8475,500.0
,47.0,,,,11-12-2022,114.5,114.5,0.0
,48.0,,,,11-12-2022,0.0331,0.0331,0.0
,49.0,,,,11-12-2022,2.6,2.6,0.0
,50.0,,,,11-12-2022,18.4,18.4,200.0
,51.0,,,,11-12-2022,5.1,5.1,0.0
,1.0,,,,11-13-2022,297.8,296.75,400.0
,2.0,,,,11-13-2022,25.0,24.9969,6400.0
,3.0,,,,11-13-2022,15.0636,15.0636,0.0
,4.0,,,,11-13-2022,4.0,3.9437,7900.0
,5.0,,,,11-13-2022,74.1021,70.0,147200.0
,6.0,,,,11-13-2022,8.0,8.0,0.0
,7.0,,,,11-13-2022,26.0,26.0,0.0
,8.0,,,,11-13-2022,2950.0,2950.0,0.0
,9.0,,,,11-13-2022,200.05,200.05,0.0
,10.0,,,,11-13-2022,130.0,130.0,9000.0
,11.0,,,,11-13-2022,411.25,411.25,0.0
,12.0,,,,11-13-2022,49.7,49.75,500.0
,13.0,,,,11-13-2022,213.5839,212.0412,34100.0
,14.0,,,,11-13-2022,38.4519,38.5,243200.0
,15.0,,,,11-13-2022,81.4611,80.3895,474600.0
,16.0,,,,11-13-2022,7.5,7.5,4000.0
,17.0,,,,11-13-2022,62.5012,62.5012,0.0
,18.0,,,,11-13-2022,24.0,24.0,0.0
,19.0,,,,11-13-2022,10.4,10.4,0.0
,20.0,,,,11-13-2022,23.5,23.5,0.0
,21.0,,,,11-13-2022,8.8135,8.82,300.0
,22.0,,,,11-13-2022,2.0,2.0,0.0
,23.0,,,,11-13-2022,18.95,18.95,0.0
,24.0,,,,11-13-2022,207.05,207.0501,60100.0
,25.0,,,,11-13-2022,329.0831,327.5898,371400.0
,26.0,,,,11-13-2022,124.7419,124.7419,0.0
,27.0,,,,11-13-2022,7.81,7.81,65500.0
,28.0,,,,11-13-2022,78.0,78.0,0.0
,29.0,,,,11-13-2022,100.5,100.001,203400.0
,30.0,,,,11-13-2022,10.0,10.0,0.0
,31.0,,,,11-13-2022,1103.0,1103.0,0.0
,32.0,,,,11-13-2022,12.0,12.0,0.0
,33.0,,,,11-13-2022,24.4025,25.0,200.0
,34.0,,,,11-13-2022,29.6832,29.8956,8000.0
,35.0,,,,11-13-2022,27.7109,27.7109,0.0
,36.0,,,,11-13-2022,7.9063,7.9063,0.0
,37.0,,,,11-13-2022,140.0,140.0,0.0
,38.0,,,,11-13-2022,90.0,90.0,54500.0
,39.0,,,,11-13-2022,229.8211,227.6667,300.0
,40.0,,,,11-13-2022,1.877,1.89,5500.0
,41.0,,,,11-13-2022,90.0,90.0,95300.0
,42.0,,,,11-13-2022,2.2025,2.2025,0.0
,43.0,,,,11-13-2022,41.1794,41.1794,0.0
,44.0,,,,11-13-2022,3.91,3.91,0.0
,45.0,,,,11-13-2022,52.9692,52.9692,0.0
,46.0,,,,11-13-2022,2.845,2.8475,500.0
,47.0,,,,11-13-2022,114.5,114.5,0.0
,48.0,,,,11-13-2022,0.0331,0.0331,0.0
,49.0,,,,11-13-2022,2.6,2.6,0.0
,50.0,,,,11-13-2022,18.4,18.4,200.0
,51.0,,,,11-13-2022,5.1,5.1,0.0
,1.0,,,,11-14-2022,297.8,296.75,400.0
,2.0,,,,11-14-2022,25.0,24.9969,6400.0
,3.0,,,,11-14-2022,15.0636,15.0636,0.0
,4.0,,,,11-14-2022,4.0,3.9437,7900.0
,5.0,,,,11-14-2022,74.1021,70.0,147200.0
,6.0,,,,11-14-2022,8.0,8.0,0.0
,7.0,,,,11-14-2022,26.0,26.0,0.0
,8.0,,,,11-14-2022,2950.0,2950.0,0.0
,9.0,,,,11-14-2022,200.05,200.05,0.0
,10.0,,,,11-14-2022,130.0,130.0,9000.0
,11.0,,,,11-14-2022,411.25,411.25,0.0
,12.0,,,,11-14-2022,49.7,49.75,500.0
,13.0,,,,11-14-2022,213.5839,212.0412,34100.0
,14.0,,,,11-14-2022,38.4519,38.5,243200.0
,15.0,,,,11-14-2022,81.4611,80.3895,474600.0
,16.0,,,,11-14-2022,7.5,7.5,4000.0
,17.0,,,,11-14-2022,62.5012,62.5012,0.0
,18.0,,,,11-14-2022,24.0,24.0,0.0
,19.0,,,,11-14-2022,10.4,10.4,0.0
,20.0,,,,11-14-2022,23.5,23.5,0.0
,21.0,,,,11-14-2022,8.8135,8.82,300.0
,22.0,,,,11-14-2022,2.0,2.0,0.0
,23.0,,,,11-14-2022,18.95,18.95,0.0
,24.0,,,,11-14-2022,207.05,207.0501,60100.0
,25.0,,,,11-14-2022,329.0831,327.5898,371400.0
,26.0,,,,11-14-2022,124.7419,124.7419,0.0
,27.0,,,,11-14-2022,7.81,7.81,65500.0
,28.0,,,,11-14-2022,78.0,78.0,0.0
,29.0,,,,11-14-2022,100.5,100.001,203400.0
,30.0,,,,11-14-2022,10.0,10.0,0.0
,31.0,,,,11-14-2022,1103.0,1103.0,0.0
,32.0,,,,11-14-2022,12.0,12.0,0.0
,33.0,,,,11-14-2022,24.4025,25.0,200.0
,34.0,,,,11-14-2022,29.6832,29.8956,8000.0
,35.0,,,,11-14-2022,27.7109,27.7109,0.0
,36.0,,,,11-14-2022,7.9063,7.9063,0.0
,37.0,,,,11-14-2022,140.0,140.0,0.0
,38.0,,,,11-14-2022,90.0,90.0,54500.0
,39.0,,,,11-14-2022,229.8211,227.6667,300.0
,40.0,,,,11-14-2022,1.877,1.89,5500.0
,41.0,,,,11-14-2022,90.0,90.0,95300.0
,42.0,,,,11-14-2022,2.2025,2.2025,0.0
