,0,1,2,3
3,African Sun Limited,90.0,90.0,1400.0
4,,,,
5,Amalgamated Regional Trading (Art) Holdings Limited,26.0,26.0,0.0
6,,,,
7,,,,
8,Ariston Holdings Limited,11.0833,10.1358,42700.0
9,,,,
10,Bridgefort Capital Limited,9.22,9.22,500.0
11,,,,
12,Bridgefort Capital Limited Class B,29.3,29.3,0.0
13,,,,
14,British American Tobacco Zimbabwe Limited,2770.0,2770.0,0.0
15,,,,
16,,,,
17,Cafca Limited,340.0,340.0,0.0
18,,,,
19,Cbz Holdings Limited,165.0,175.0,2400.0
20,,,,
21,Cfi Holdings Limited,588.8,588.8,0.0
22,,,,
23,Dairibord Holdings Limited,92.4235,92.45,300.0
24,,,,
25,Delta Corporation Limited,615.917,651.6,8600.0
26,,,,
27,Ecocash Holdings Zimbabwe Limited,66.7836,69.1824,800400.0
28,,,,
29,Econet Wireless Zimbabwe Limited,220.2145,220.1031,2951200.0
30,,,,
31,Edgars Stores Limited,16.6167,18.75,400.0
32,,,,
33,Fbc Holdings Limited,83.05,86.951,10000.0
34,,,,
35,Fidelity Life Assurance Limited,30.0,30.0,0.0
36,,,,
37,First Capital Bank Limited,18.0471,18.0996,201600.0
38,,,,
39,First Mutual Holdings Limited,19.5,19.5,0.0
40,,,,
41,First Mutual Properties Limited,15.45,15.45,100.0
42,,,,
43,General Beltings Holdings Limited,1.9,1.9,47100.0
44,,,,
45,Getbucks Microfinance Bank Limited,23.0,23.0,0.0
46,,,,
47,Hippo Valley Estates Limited,500.0,500.0,0.0
48,,,,
49,Mashonaland Holdings Limited,10.35,10.0,500.0
50,,,,
51,Masimba Holdings Limited,118.0,118.0,0.0
52,,,,
53,Meikles Limited,206.05,236.95,500.0
54,,,,
55,Nampak Zimbabwe Limited,28.0,28.0,12500.0
56,,,,
57,National Tyre Services Limited,12.5,12.5,0.0
58,,,,
59,Nmbz Holdings Limited,43.0,45.0489,8700.0
60,,,,
61,Ok Zimbabwe Limited,58.9942,59.1526,66400.0
62,,,,
63,Proplastics Limited,74.3714,75.0,17700.0
64,,,,
65,Rainbow Tourism Group Limited,13.0,12.9662,10800.0
66,,,,
67,Riozim Limited,184.0,184.0,0.0
68,,,,
69,Seed Co Limited,200.0,211.0,500.0
70,Starafricacorporation Limited,1.6434,1.6236,118100.0
71,,,,
72,Tanganda Tea Company Limited,300.2661,300.2988,25400.0
73,,,,
74,Truworths Limited,2.4,2.4,0.0
75,,,,
76,Tsl Limited,74.05,85.0,1400.0
77,,,,
78,Turnall Holdings Limited,8.0,7.0,25000.0
79,,,,
80,Unifreight Africa Limited,63.0,63.0,0.0
81,,,,
82,Willdale Limited,3.5,3.5,0.0
83,,,,
84,Zb Financial Holdings Limited,118.0,118.0,0.0
85,,,,
86,Zeco Holdings Limited,0.0331,0.0331,0.0
87,,,,
88,Zimbabwe Newspapers (1980) Limited,5.81,5.81,0.0
89,,,,
90,Zimplow Holdings Limited,34.15,34.55,400.0
91,,,,
92,Zimre Holdings Limited,11.4545,11.354,47200.0
