,0,1,2,3,4
3,1.0,Afdis Distillers Limited,4240.0,4240.0,0.0
4,,,,,
5,2.0,Amalgamated Regional Trading (Art) Holdings Limited,149.5,149.5,0.0
6,,,,,
7,,,,,
8,3.0,Ariston Holdings Limited,91.89,91.89,0.0
9,,,,,
10,4.0,Bridgefort Capital Limited,40.0,40.0,0.0
11,,,,,
12,5.0,Bridgefort Capital Limited Class B,33.0,33.0,0.0
13,,,,,
14,6.0,British American Tobacco Zimbabwe Limited,46813.0,46813.0,0.0
15,,,,,
16,,,,,
17,7.0,Cafca Limited,6612.5,7604.25,2600.0
18,,,,,
19,8.0,Cbz Holdings Limited,10190.0,10190.0,0.0
20,,,,,
21,9.0,Cfi Holdings Limited,2600.0,2600.0,2600.0
22,,,,,
23,10.0,Dairibord Holdings Limited,1527.8423,1300.0,5400.0
24,,,,,
25,11.0,Delta Corporation Limited,7900.234,6987.4321,121800.0
26,,,,,
27,12.0,Ecocash Holdings Zimbabwe Limited,636.1919,636.1919,0.0
28,,,,,
29,13.0,Econet Wireless Zimbabwe Limited,2129.8081,1834.4083,275000.0
30,,,,,
31,14.0,Edgars Stores Limited,380.0446,437.05,100.0
32,,,,,
33,15.0,Fbc Holdings Limited,3200.7,2850.0,128700.0
34,,,,,
35,16.0,Fidelity Life Assurance Limited,470.35,540.9,100.0
36,,,,,
37,17.0,First Mutual Holdings Limited,3600.0,3600.0,0.0
38,,,,,
39,18.0,First Mutual Properties Limited,598.0,597.95,956200.0
40,,,,,
41,19.0,General Beltings Holdings Limited,145.4286,145.4286,0.0
42,,,,,
43,20.0,Hippo Valley Estates Limited,5899.9035,5899.9035,0.0
44,,,,,
45,21.0,Mashonaland Holdings Limited,220.3846,220.3846,0.0
46,,,,,
47,22.0,Masimba Holdings Limited,2999.9,2999.9,0.0
48,,,,,
49,23.0,Meikles Limited,3621.0233,3621.0,12000.0
50,,,,,
51,24.0,Nampak Zimbabwe Limited,500.0,500.0,1787500.0
52,,,,,
53,25.0,National Tyre Services Limited,140.0,140.0,0.0
54,,,,,
55,26.0,Nmbz Holdings Limited,2995.0,2995.0,4100.0
56,,,,,
57,27.0,Ok Zimbabwe Limited,808.9005,764.9435,159400.0
58,,,,,
59,28.0,Proplastics Limited,1422.5401,1422.5401,0.0
60,,,,,
61,29.0,Rainbow Tourism Group Limited,340.0526,391.05,15000.0
62,,,,,
63,30.0,Riozim Limited,1190.25,1190.25,0.0
64,,,,,
65,31.0,Seed Co Limited,2364.8361,2364.8361,0.0
66,,,,,
67,32.0,Starafricacorporation Limited,8.0,8.0933,3000.0
68,,,,,
69,33.0,Tanganda Tea Company Limited,2130.0,2175.5714,700.0
70,,,,,
71,34.0,Truworths Limited,70.0,70.0,0.0
72,,,,,
73,35.0,Tsl Limited,2700.0,2699.95,13300.0
74,36.0,Turnall Holdings Limited,80.0,80.0,0.0
75,,,,,
76,37.0,Unifreight Africa Limited,387.55,387.55,0.0
77,,,,,
78,38.0,Willdale Limited,58.9595,55.0,5100.0
79,,,,,
80,39.0,Zb Financial Holdings Limited,2099.0,2099.0,0.0
81,,,,,
82,40.0,Zeco Holdings Limited,0.04,0.04,0.0
83,,,,,
84,41.0,Zimbabwe Newspapers (1980) Limited,70.0,70.0,0.0
85,,,,,
86,42.0,Zimre Holdings Limited,182.1386,182.1035,21511700.0
