,0,1,2,3,4
3,,EQUITIES,EQUITIES,,
4,,,,,
5,1.0,Afdis Distillers Limited,2600,2600.0,0.0
6,,,,,
7,2.0,Amalgamated Regional Trading (Art) Holdings Limited,64,64.0,0.0
8,,,,,
9,,,,,
10,3.0,Ariston Holdings Limited,40,45.0,100.0
11,,,,,
12,4.0,Bridgefort Capital Limited,17,17.0,0.0
13,,,,,
14,5.0,Bridgefort Capital Limited Class B,33.65,33.65,0.0
15,,,,,
16,6.0,British American Tobacco Zimbabwe Limited,13040,13040.0,0.0
17,,,,,
18,,,,,
19,7.0,Cafca Limited,3345,3345.0,0.0
20,,,,,
21,8.0,Cbz Holdings Limited,3174,3174.0,0.0
22,,,,,
23,9.0,Cfi Holdings Limited,2185,2185.0,0.0
24,,,,,
25,10.0,Dairibord Holdings Limited,606.8015,606.8015,0.0
26,,,,,
27,11.0,Delta Corporation Limited,3067.499,3202.208,1151900.0
28,,,,,
29,12.0,Ecocash Holdings Zimbabwe Limited,139.5071,160.0,9000.0
30,,,,,
31,13.0,Econet Wireless Zimbabwe Limited,690.947,708.3682,2200.0
32,,,,,
33,14.0,Edgars Stores Limited,91.3119,90.0,300.0
34,,,,,
35,15.0,Fbc Holdings Limited,904.6961,906.05,60700.0
36,,,,,
37,16.0,Fidelity Life Assurance Limited,235,235.0,0.0
38,,,,,
39,17.0,First Mutual Holdings Limited,1049.95,1000.0,100.0
40,,,,,
41,18.0,First Mutual Properties Limited,280,280.0,0.0
42,,,,,
43,19.0,General Beltings Holdings Limited,24,24.0,0.0
44,,,,,
45,20.0,Hippo Valley Estates Limited,1900,1900.0,0.0
46,,,,,
47,21.0,Mashonaland Holdings Limited,141.5,141.5,0.0
48,,,,,
49,22.0,Masimba Holdings Limited,809.98,810.0,1200.0
50,,,,,
51,23.0,Meikles Limited,1200.046,1210.0,10000.0
52,,,,,
53,24.0,Nampak Zimbabwe Limited,295,295.0,0.0
54,,,,,
55,25.0,National Tyre Services Limited,24.7,24.7,0.0
56,,,,,
57,26.0,Nmbz Holdings Limited,680.05,680.05,0.0
58,,,,,
59,27.0,Ok Zimbabwe Limited,199.9408,190.013,115700.0
60,,,,,
61,28.0,Proplastics Limited,608,608.0,43500.0
62,,,,,
63,29.0,Rainbow Tourism Group Limited,156,156.0,100.0
64,,,,,
65,30.0,Riozim Limited,800,800.0,0.0
66,,,,,
67,31.0,Seed Co Limited,865.2293,965.0,600.0
68,,,,,
69,32.0,Starafricacorporation Limited,5,5.3364,13200.0
70,,,,,
71,33.0,Tanganda Tea Company Limited,957,957.0,0.0
72,34.0,Truworths Limited,38,38.0,0.0
73,,,,,
74,35.0,Tsl Limited,1099.95,1100.0,5000.0
75,,,,,
76,36.0,Turnall Holdings Limited,40,40.0,16800.0
77,,,,,
78,37.0,Unifreight Africa Limited,250,250.0,5700.0
79,,,,,
80,38.0,Willdale Limited,40.8556,43.4442,40300.0
81,,,,,
82,39.0,Zb Financial Holdings Limited,850,850.0,0.0
83,,,,,
84,40.0,Zeco Holdings Limited,0.04,0.04,0.0
85,,,,,
86,41.0,Zimbabwe Newspapers (1980) Limited,34,34.0,155700.0
87,,,,,
88,42.0,Zimre Holdings Limited,184.2282,184.41,500.0
