,0,1,2,3
3,EQUITIES,,,
4,,,,
5,Afdis Distillers Limited,1116.0,1283.4,3900.0
6,,,,
7,Amalgamated Regional Trading (Art) Holdings Limited,41.0,41.0,200.0
8,,,,
9,,,,
10,Ariston Holdings Limited,17.9874,18.45,314900.0
11,,,,
12,Bridgefort Capital Limited,11.55,13.25,1100.0
13,,,,
14,Bridgefort Capital Limited Class B,29.3,29.3,0.0
15,,,,
16,British American Tobacco Zimbabwe Limited,6215.75,7148.1,800.0
17,,,,
18,,,,
19,Cafca Limited,502.55,502.55,0.0
20,,,,
21,Cbz Holdings Limited,1223.0,1406.45,27400.0
22,,,,
23,Cfi Holdings Limited,1234.55,1419.7,700.0
24,,,,
25,Dairibord Holdings Limited,390.0,445.0,325700.0
26,,,,
27,Delta Corporation Limited,2737.3621,3147.95,794300.0
28,,,,
29,Ecocash Holdings Zimbabwe Limited,154.442,155.0,708100.0
30,,,,
31,Econet Wireless Zimbabwe Limited,768.2963,810.25,1137000.0
32,,,,
33,Edgars Stores Limited,57.0,65.55,18600.0
34,,,,
35,Fbc Holdings Limited,247.3,247.3,0.0
36,,,,
37,Fidelity Life Assurance Limited,63.0,63.0,0.0
38,,,,
39,First Mutual Holdings Limited,66.1,67.0,400.0
40,,,,
41,First Mutual Properties Limited,50.6,58.15,8500.0
42,,,,
43,General Beltings Holdings Limited,4.0002,4.0025,400.0
44,,,,
45,Getbucks Microfinance Bank Limited,32.5,32.5,0.0
46,,,,
47,Hippo Valley Estates Limited,1840.0,2116.0,1400.0
48,,,,
49,Mashonaland Holdings Limited,60.4593,66.0,142000.0
50,,,,
51,Masimba Holdings Limited,365.1673,365.1673,0.0
52,,,,
53,Meikles Limited,1352.6574,1555.55,94600.0
54,,,,
55,Nampak Zimbabwe Limited,42.05,45.05,26100.0
56,,,,
57,National Tyre Services Limited,16.1,16.1,0.0
58,,,,
59,Nmbz Holdings Limited,115.0,115.0,0.0
60,,,,
61,Ok Zimbabwe Limited,218.167,223.05,487800.0
62,,,,
63,Proplastics Limited,380.0,382.05,53500.0
64,,,,
65,Rainbow Tourism Group Limited,70.8022,68.0,6300.0
66,,,,
67,Riozim Limited,320.0,320.0,400.0
68,,,,
69,Seed Co Limited,1474.5888,1695.75,182500.0
70,,,,
71,Starafricacorporation Limited,4.9119,5.5,961600.0
72,,,,
73,Tanganda Tea Company Limited,1066.2091,1226.1,127500.0
74,Truworths Limited,6.9,6.9,0.0
75,,,,
76,Tsl Limited,460.0,500.0,1000.0
77,,,,
78,Turnall Holdings Limited,10.05,10.05,0.0
79,,,,
80,Unifreight Africa Limited,140.0,140.0,0.0
81,,,,
82,Willdale Limited,7.0556,7.5,14100.0
83,,,,
84,Zb Financial Holdings Limited,421.2308,483.0,5000.0
85,,,,
86,Zeco Holdings Limited,0.0331,0.0331,0.0
87,,,,
88,Zimbabwe Newspapers (1980) Limited,10.0,8.5,1400.0
89,,,,
90,Zimplow Holdings Limited,86.0,98.9,700.0
91,,,,
92,Zimre Holdings Limited,30.5552,34.6,70500.0
93,,,,5518400.0
94,,,,
95,,,,5518400.0
