,0,1,2,3
3,EQUITIES,,,
4,,,,
5,Afdis Distillers Limited,2000.0,2000.0,0.0
6,,,,
7,Amalgamated Regional Trading (Art) Holdings Limited,69.0,69.0,0.0
8,,,,
9,,,,
10,Ariston Holdings Limited,31.1459,31.15,400.0
11,,,,
12,Bridgefort Capital Limited,17.1,17.1,0.0
13,,,,
14,Bridgefort Capital Limited Class B,29.3,29.3,0.0
15,,,,
16,British American Tobacco Zimbabwe Limited,19197.4326,19197.4326,0.0
17,,,,
18,,,,
19,Cafca Limited,2887.2,3320.0667,300.0
20,,,,
21,Cbz Holdings Limited,938.05,938.05,600.0
22,,,,
23,Cfi Holdings Limited,2562.8,2562.8,0.0
24,,,,
25,Dairibord Holdings Limited,450.003,396.6667,8100.0
26,,,,
27,Delta Corporation Limited,2808.2868,2609.9397,861300.0
28,,,,
29,Ecocash Holdings Zimbabwe Limited,199.1429,198.4438,20900.0
30,,,,
31,Econet Wireless Zimbabwe Limited,750.277,735.4451,12300.0
32,,,,
33,Edgars Stores Limited,99.7778,99.7778,0.0
34,,,,
35,Fbc Holdings Limited,1199.5869,1189.8946,2800.0
36,,,,
37,Fidelity Life Assurance Limited,92.0,92.0,0.0
38,,,,
39,First Mutual Holdings Limited,270.1897,270.1897,0.0
40,,,,
41,First Mutual Properties Limited,110.2125,110.0,400.0
42,,,,
43,General Beltings Holdings Limited,10.0,10.0,0.0
44,,,,
45,Getbucks Microfinance Bank Limited,38.0,38.0,0.0
46,,,,
47,Hippo Valley Estates Limited,2680.0,2680.0,0.0
48,,,,
49,Mashonaland Holdings Limited,109.9921,102.2691,430400.0
50,,,,
51,Masimba Holdings Limited,744.8571,745.0,23200.0
52,,,,
53,Meikles Limited,870.0,1000.0,300.0
54,,,,
55,Nampak Zimbabwe Limited,103.5,119.0,9100.0
56,,,,
57,National Tyre Services Limited,18.5,18.5,0.0
58,,,,
59,Nmbz Holdings Limited,225.7,255.0091,8200.0
60,,,,
61,Ok Zimbabwe Limited,232.1653,232.2,176000.0
62,,,,
63,Proplastics Limited,450.0,450.0,0.0
64,,,,
65,Rainbow Tourism Group Limited,118.65,124.6429,1400.0
66,,,,
67,Riozim Limited,478.5111,479.9214,700.0
68,,,,
69,Seed Co Limited,1944.1469,1944.1469,0.0
70,,,,
71,Starafricacorporation Limited,6.79,6.7992,147300.0
72,,,,
73,Tanganda Tea Company Limited,1299.9974,1299.9,2400.0
74,Truworths Limited,12.0,10.5,6387600.0
75,,,,
76,Tsl Limited,557.35,540.0,2000.0
77,,,,
78,Turnall Holdings Limited,13.0,13.0,0.0
79,,,,
80,Unifreight Africa Limited,204.6,204.6,0.0
81,,,,
82,Willdale Limited,18.9,18.8585,82000.0
83,,,,
84,Zb Financial Holdings Limited,747.0,747.0,0.0
85,,,,
86,Zeco Holdings Limited,0.0331,0.0331,0.0
87,,,,
88,Zimbabwe Newspapers (1980) Limited,13.0,13.0,0.0
89,,,,
90,Zimplow Holdings Limited,229.9684,231.4388,342300.0
91,,,,
92,Zimre Holdings Limited,99.3333,99.6914,2900.0
93,,,,8522900.0
94,,,,
95,,,,8522900.0
