,0,1,2,3
3,Amalgamated Regional Trading (Art) Holdings Limited,44.0,44.0,500.0
4,,,,
5,,,,
6,Ariston Holdings Limited,4.0,4.0,1400.0
7,,,,
8,Bridgefort Capital Limited,1.5,1.5,0.0
9,,,,
10,Bridgefort Capital Limited Class B,2.64,2.64,0.0
11,,,,
12,British American Tobacco Zimbabwe Limited,7090.0,7090.0,0.0
13,,,,
14,,,,
15,Cafca Limited,1500.0,1500.0,0.0
16,,,,
17,Cbz Holdings Limited,1655.3846,1599.0,600.0
18,,,,
19,Cfi Holdings Limited,212.9,212.9,0.0
20,,,,
21,Dairibord Holdings Limited,265.25,265.2,180000.0
22,,,,
23,Delta Corporation Limited,1949.2443,1900.0297,202600.0
24,,,,
25,Ecocash Holdings Zimbabwe Limited,41.3436,41.1933,41000.0
26,,,,
27,Econet Wireless Zimbabwe Limited,499.9688,496.7213,85700.0
28,,,,
29,Fbc Holdings Limited,972.5,992.4147,67400.0
30,,,,
31,Fidelity Life Assurance Limited,120.25,120.25,0.0
32,,,,
33,First Mutual Holdings Limited,369.9247,406.6667,15000.0
34,,,,
35,First Mutual Properties Limited,60.125,67.9785,43400.0
36,,,,
37,General Beltings Holdings Limited,6.0,6.0,0.0
38,,,,
39,Hippo Valley Estates Limited,860.05,860.05,0.0
40,,,,
41,Mashonaland Holdings Limited,60.9893,69.25,1700.0
42,,,,
43,Masimba Holdings Limited,231.1538,231.1538,0.0
44,,,,
45,Meikles Limited,560.0,560.0,0.0
46,,,,
47,Nampak Zimbabwe Limited,120.0,102.0,700.0
48,,,,
49,National Tyre Services Limited,50.0,50.0,0.0
50,,,,
51,Nmbz Holdings Limited,230.0,230.0,0.0
52,,,,
53,Ok Zimbabwe Limited,107.7488,99.9898,18100.0
54,,,,
55,Proplastics Limited,229.05,228.9504,89300.0
56,,,,
57,Rainbow Tourism Group Limited,48.0,48.0,0.0
58,,,,
59,Riozim Limited,139.0,139.0,0.0
60,,,,
61,Seed Co Limited,565.1198,567.6516,53000.0
62,,,,
63,Starafricacorporation Limited,1.4515,1.4185,1516200.0
64,,,,
65,Tanganda Tea Company Limited,370.25,370.0,8200.0
66,,,,
67,Tsl Limited,300.05,300.05,0.0
68,,,,
69,Turnall Holdings Limited,6.9,6.9,0.0
70,,,,
71,Unifreight Africa Limited,285.0,280.0,100.0
72,Willdale Limited,4.2793,4.9,54800.0
73,,,,
74,Zb Financial Holdings Limited,950.85,1083.8,500.0
75,,,,
76,Zeco Holdings Limited,0.0018,0.0018,0.0
77,,,,
78,Zimbabwe Newspapers (1980) Limited,5.2682,5.6,400.0
79,,,,
80,Zimre Holdings Limited,32.2,32.0,300.0
81,,,,2380900.0
