,0,1,2,3
3,EQUITIES,,,
4,,,,
5,Afdis Distillers Limited,1900.0,1900.0,0.0
6,,,,
7,Amalgamated Regional Trading (Art) Holdings Limited,44.8636,44.8636,0.0
8,,,,
9,,,,
10,Ariston Holdings Limited,29.7656,29.2732,57100.0
11,,,,
12,Bridgefort Capital Limited,17.1,17.1,0.0
13,,,,
14,Bridgefort Capital Limited Class B,29.3,29.3,0.0
15,,,,
16,British American Tobacco Zimbabwe Limited,16499.0,16499.0,0.0
17,,,,
18,,,,
19,Cafca Limited,2398.8,2398.8,0.0
20,,,,
21,Cbz Holdings Limited,802.3659,810.0,900.0
22,,,,
23,Cfi Holdings Limited,2200.0,2200.0,400.0
24,,,,
25,Dairibord Holdings Limited,300.0498,300.0498,0.0
26,,,,
27,Delta Corporation Limited,1707.2121,1706.7012,631300.0
28,,,,
29,Ecocash Holdings Zimbabwe Limited,112.9759,113.0197,6088700.0
30,,,,
31,Econet Wireless Zimbabwe Limited,512.9447,517.3291,274800.0
32,,,,
33,Edgars Stores Limited,103.95,109.5313,286600.0
34,,,,
35,Fbc Holdings Limited,859.75,850.0,400.0
36,,,,
37,Fidelity Life Assurance Limited,113.25,113.25,900.0
38,,,,
39,First Mutual Holdings Limited,180.0,180.0,0.0
40,,,,
41,First Mutual Properties Limited,103.0,103.0,0.0
42,,,,
43,General Beltings Holdings Limited,11.0,11.0,5400.0
44,,,,
45,Getbucks Microfinance Bank Limited,43.7,43.7,0.0
46,,,,
47,Hippo Valley Estates Limited,2000.3077,2000.0,400.0
48,,,,
49,Mashonaland Holdings Limited,122.3257,122.3257,0.0
50,,,,
51,Masimba Holdings Limited,920.0,945.95,4100.0
52,,,,
53,Meikles Limited,650.6008,647.4833,6300.0
54,,,,
55,Nampak Zimbabwe Limited,130.0,130.0,7100.0
56,,,,
57,National Tyre Services Limited,18.5,18.5,0.0
58,,,,
59,Nmbz Holdings Limited,165.3333,169.2857,3500.0
60,,,,
61,Ok Zimbabwe Limited,127.831,130.022,197600.0
62,,,,
63,Proplastics Limited,432.2759,432.0,100.0
64,,,,
65,Rainbow Tourism Group Limited,133.0,130.0,800.0
66,,,,
67,Riozim Limited,549.0,500.0097,31000.0
68,,,,
69,Seed Co Limited,1544.0588,1539.95,38700.0
70,,,,
71,Starafricacorporation Limited,5.3849,5.4585,27300.0
72,,,,
73,Tanganda Tea Company Limited,1249.0,1219.01,20000.0
74,Truworths Limited,10.5,10.5,0.0
75,,,,
76,Truworths Limited Las,3.9695,3.9695,0.0
77,,,,
78,Tsl Limited,609.0,609.0,0.0
79,,,,
80,Turnall Holdings Limited,13.0,13.0,33100.0
81,,,,
82,Turnall Holdings Limited Las,3.3,3.3,0.0
83,,,,
84,Unifreight Africa Limited,204.65,204.65,600.0
85,,,,
86,Willdale Limited,18.915,18.0,3000.0
87,,,,
88,Zb Financial Holdings Limited,747.0,747.0,0.0
89,,,,
90,Zeco Holdings Limited,0.0331,0.0331,0.0
91,,,,
92,Zimbabwe Newspapers (1980) Limited,10.0,10.0,0.0
93,,,,
94,Zimre Holdings Limited,69.1429,69.8823,6200.0
95,,,,7726300.0
96,,,,
97,,,,7726300.0
