,0,1,2,3
3,EQUITIES,,,
4,,,,
5,Afdis Distillers Limited,680.0,782.0,600.0
6,,,,
7,Amalgamated Regional Trading (Art) Holdings Limited,25.1,25.1,0.0
8,,,,
9,,,,
10,Ariston Holdings Limited,13.4669,13.6571,102800.0
11,,,,
12,Bridgefort Capital Limited,10.05,10.05,0.0
13,,,,
14,Bridgefort Capital Limited Class B,29.3,29.3,0.0
15,,,,
16,British American Tobacco Zimbabwe Limited,6289.975,6290.0,3200.0
17,,,,
18,,,,
19,Cafca Limited,400.0,400.0,0.0
20,,,,
21,Cbz Holdings Limited,306.0,306.05,1600.0
22,,,,
23,Cfi Holdings Limited,663.4393,663.4393,0.0
24,,,,
25,Dairibord Holdings Limited,183.0,185.05,1100.0
26,,,,
27,Delta Corporation Limited,1390.712,1501.9804,5100.0
28,,,,
29,Ecocash Holdings Zimbabwe Limited,120.3184,127.3478,9200.0
30,,,,
31,Econet Wireless Zimbabwe Limited,433.7449,489.3359,7800.0
32,,,,
33,Edgars Stores Limited,32.0,33.0,2700.0
34,,,,
35,Fbc Holdings Limited,180.0,180.0,1900.0
36,,,,
37,Fidelity Life Assurance Limited,38.0,38.0,0.0
38,,,,
39,First Mutual Holdings Limited,25.0,25.0,0.0
40,,,,
41,First Mutual Properties Limited,34.41,38.55,8900.0
42,,,,
43,General Beltings Holdings Limited,3.155,3.155,0.0
44,,,,
45,Getbucks Microfinance Bank Limited,26.75,30.7,100.0
46,,,,
47,Hippo Valley Estates Limited,1160.1294,1299.5084,29700.0
48,,,,
49,Mashonaland Holdings Limited,21.0,21.0,0.0
50,,,,
51,Masimba Holdings Limited,290.95,291.0,100.0
52,,,,
53,Meikles Limited,590.0713,678.55,10000.0
54,,,,
55,Nampak Zimbabwe Limited,31.0,35.0,200.0
56,,,,
57,National Tyre Services Limited,14.0,14.0,0.0
58,,,,
59,Nmbz Holdings Limited,75.5652,86.8824,30600.0
60,,,,
61,Ok Zimbabwe Limited,99.4034,113.7956,606300.0
62,,,,
63,Proplastics Limited,224.9935,250.0,200.0
64,,,,
65,Rainbow Tourism Group Limited,33.0,37.95,2000.0
66,,,,
67,Riozim Limited,220.0,253.0,2300.0
68,,,,
69,Seed Co Limited,257.277,295.85,53300.0
70,,,,
71,Starafricacorporation Limited,2.045,2.047,134100.0
72,,,,
73,Tanganda Tea Company Limited,469.8775,540.0,100.0
74,Truworths Limited,4.0,4.0,0.0
75,,,,
76,Tsl Limited,150.0,172.5,500.0
77,,,,
78,Turnall Holdings Limited,8.5962,8.5962,0.0
79,,,,
80,Unifreight Africa Limited,90.0,90.0,0.0
81,,,,
82,Willdale Limited,3.8925,4.0,3500.0
83,,,,
84,Zb Financial Holdings Limited,106.525,106.525,0.0
85,,,,
86,Zeco Holdings Limited,0.0331,0.0331,0.0
87,,,,
88,Zimbabwe Newspapers (1980) Limited,6.56,6.56,7600.0
89,,,,
90,Zimplow Holdings Limited,73.0,83.95,10200.0
91,,,,
92,Zimre Holdings Limited,14.5,14.6368,1900.0
93,,,,1037600.0
94,,,,
95,,,,1037600.0
