,0,1,2,3
3,,,,
4,Amalgamated Regional Trading (Art) Holdings Limited,19.5,19.5,0.0
5,,,,
6,,,,
7,Ariston Holdings Limited,4.5,4.5,1000.0
8,,,,
9,Bridgefort Capital Limited,1.5,1.5,0.0
10,,,,
11,Bridgefort Capital Limited Class B,2.64,2.64,0.0
12,,,,
13,British American Tobacco Zimbabwe Limited,3999.9563,3999.9563,0.0
14,,,,
15,,,,
16,Cafca Limited,1500.0,1500.0,0.0
17,,,,
18,Cbz Holdings Limited,1495.0,1431.65,300.0
19,,,,
20,Cfi Holdings Limited,212.9,212.9,0.0
21,,,,
22,Dairibord Holdings Limited,295.375,294.95,160200.0
23,,,,
24,Delta Corporation Limited,1389.6065,1390.5569,103200.0
25,,,,
26,Ecocash Holdings Zimbabwe Limited,38.0097,38.8095,2100.0
27,,,,
28,Econet Wireless Zimbabwe Limited,356.3154,355.639,42400.0
29,,,,
30,Fbc Holdings Limited,500.0,500.0,600.0
31,,,,
32,Fidelity Life Assurance Limited,120.25,120.25,0.0
33,,,,
34,First Mutual Holdings Limited,210.0,200.0,500.0
35,,,,
36,First Mutual Properties Limited,38.25,41.5323,72400.0
37,,,,
38,General Beltings Holdings Limited,6.0,5.96,900.0
39,,,,
40,Hippo Valley Estates Limited,899.9641,899.9641,0.0
41,,,,
42,Mashonaland Holdings Limited,59.05,59.05,0.0
43,,,,
44,Masimba Holdings Limited,250.0,240.0,200.0
45,,,,
46,Meikles Limited,600.0,600.0,6700.0
47,,,,
48,Nampak Zimbabwe Limited,85.0,77.0,342400.0
49,,,,
50,National Tyre Services Limited,25.0,25.0,0.0
51,,,,
52,Nmbz Holdings Limited,350.0,351.0,1900.0
53,,,,
54,Ok Zimbabwe Limited,96.9382,97.0,50200.0
55,,,,
56,Proplastics Limited,276.7442,276.7442,0.0
57,,,,
58,Rainbow Tourism Group Limited,39.0,39.0,1300.0
59,,,,
60,Riozim Limited,139.9608,139.9608,0.0
61,,,,
62,Seed Co Limited,445.6063,439.5259,11200.0
63,,,,
64,Starafricacorporation Limited,0.9995,0.98,6000.0
65,,,,
66,Tanganda Tea Company Limited,378.0,378.0,0.0
67,,,,
68,Tsl Limited,300.0,300.0,0.0
69,,,,
70,Turnall Holdings Limited,7.0786,7.0,100.0
71,,,,
72,Unifreight Africa Limited,271.1176,272.25,400.0
73,Willdale Limited,3.5981,3.8817,72200.0
74,,,,
75,Zb Financial Holdings Limited,867.3,748.925,1000.0
76,,,,
77,Zeco Holdings Limited,0.0018,0.0018,0.0
78,,,,
79,Zimbabwe Newspapers (1980) Limited,10.05,10.05,0.0
80,,,,
81,Zimre Holdings Limited,27.8,27.7996,1521400.0
82,,,,2398600.0
83,,,,
84,,,,2398600.0
