,0,1,2,3,4
3,,EQUITIES,,,
4,,,,,
5,1.0,Afdis Distillers Limited,1900.0,1900.0,0.0
6,,,,,
7,2.0,Amalgamated Regional Trading (Art) Holdings Limited,44.8636,44.8636,0.0
8,,,,,
9,,,,,
10,3.0,Ariston Holdings Limited,29.0,28.95,3000.0
11,,,,,
12,4.0,Bridgefort Capital Limited,17.1,17.1,0.0
13,,,,,
14,5.0,Bridgefort Capital Limited Class B,29.3,29.3,0.0
15,,,,,
16,6.0,British American Tobacco Zimbabwe Limited,16489.4512,16489.4512,0.0
17,,,,,
18,7.0,Cafca Limited,2398.8,2398.8,0.0
19,,,,,
20,8.0,Cbz Holdings Limited,906.0,870.375,1600.0
21,,,,,
22,9.0,Cfi Holdings Limited,2200.0,2200.0,0.0
23,,,,,
24,10.0,Dairibord Holdings Limited,380.0,362.3529,1700.0
25,,,,,
26,11.0,Delta Corporation Limited,1707.8849,1802.509,22900.0
27,,,,,
28,12.0,Ecocash Holdings Zimbabwe Limited,121.0,129.1967,22800.0
29,,,,,
30,13.0,Econet Wireless Zimbabwe Limited,520.0161,500.5323,1084700.0
31,,,,,
32,14.0,Edgars Stores Limited,124.0,124.0,0.0
33,,,,,
34,15.0,Fbc Holdings Limited,835.0,850.0,100.0
35,,,,,
36,16.0,Fidelity Life Assurance Limited,113.25,113.25,0.0
37,,,,,
38,17.0,First Mutual Holdings Limited,184.5,184.5,0.0
39,,,,,
40,18.0,First Mutual Properties Limited,103.0,103.0,0.0
41,,,,,
42,19.0,General Beltings Holdings Limited,11.8702,11.8702,0.0
43,,,,,
44,20.0,Getbucks Microfinance Bank Limited,43.7,43.7,600.0
45,,,,,
46,21.0,Hippo Valley Estates Limited,1899.0,1894.5,400.0
47,,,,,
48,22.0,Mashonaland Holdings Limited,122.8075,125.0,100.0
49,,,,,
50,23.0,Masimba Holdings Limited,945.0,944.6794,168100.0
51,,,,,
52,24.0,Meikles Limited,647.4833,650.0012,28500.0
53,,,,,
54,25.0,Nampak Zimbabwe Limited,130.0,130.0,400.0
55,,,,,
56,26.0,National Tyre Services Limited,21.2,21.2,0.0
57,,,,,
58,27.0,Nmbz Holdings Limited,169.3124,169.5667,300.0
59,,,,,
60,28.0,Ok Zimbabwe Limited,110.9454,119.9923,26000.0
61,,,,,
62,29.0,Proplastics Limited,432.0,432.0,0.0
63,,,,,
64,30.0,Rainbow Tourism Group Limited,130.0,129.6667,300.0
65,,,,,
66,31.0,Riozim Limited,492.0,492.0,100.0
67,,,,,
68,32.0,Seed Co Limited,1499.95,1499.95,0.0
69,,,,,
70,33.0,Starafricacorporation Limited,5.023,5.0,5800.0
71,,,,,
72,34.0,Tanganda Tea Company Limited,1218.95,1218.112,2500.0
73,35.0,Truworths Limited,10.0,10.0,0.0
74,,,,,
75,36.0,Tsl Limited,607.0,607.0,0.0
76,,,,,
77,37.0,Turnall Holdings Limited,14.0,14.0,0.0
78,,,,,
79,38.0,Turnall Holdings Limited Las,3.3,3.4773,17600.0
80,,,,,
81,39.0,Unifreight Africa Limited,204.65,204.65,0.0
82,,,,,
83,40.0,Willdale Limited,18.5,18.8934,19700.0
84,,,,,
85,41.0,Zb Financial Holdings Limited,747.0,747.0,0.0
86,,,,,
87,42.0,Zeco Holdings Limited,0.0331,0.0331,0.0
88,,,,,
89,43.0,Zimbabwe Newspapers (1980) Limited,9.9739,9.98,600.0
90,,,,,
91,44.0,Zimre Holdings Limited,64.3333,64.0,4200.0
