,0,1,2,3
3,EQUITIES,,,
4,,,,
5,Afdis Distillers Limited,660.0,660.0,0.0
6,,,,
7,Amalgamated Regional Trading (Art) Holdings Limited,30.0,30.0,0.0
8,,,,
9,,,,
10,Ariston Holdings Limited,5.68,5.6704,2700.0
11,,,,
12,British American Tobacco Zimbabwe Limited,8700.0,8208.1081,7400.0
13,,,,
14,,,,
15,Cafca Limited,2200.0,2200.0,0.0
16,,,,
17,Cbz Holdings Limited,700.0,700.0,900.0
18,,,,
19,Cfi Holdings Limited,552.3,635.1,100.0
20,,,,
21,Dairibord Holdings Limited,170.0,174.5278,900.0
22,,,,
23,Delta Corporation Limited,1495.0,1495.0548,610800.0
24,,,,
25,Ecocash Holdings Zimbabwe Limited,16.8,16.8,4700.0
26,,,,
27,Econet Wireless Zimbabwe Limited,300.0048,280.9252,8314800.0
28,,,,
29,Fbc Holdings Limited,751.072,751.0,67600.0
30,,,,
31,Fidelity Life Assurance Limited,50.0,50.0,0.0
32,,,,
33,First Mutual Holdings Limited,440.0,439.5192,5200.0
34,,,,
35,First Mutual Properties Limited,130.4,130.4,0.0
36,,,,
37,General Beltings Holdings Limited,11.95,11.95,0.0
38,,,,
39,Hippo Valley Estates Limited,527.85,598.0,67800.0
40,,,,
41,Mashonaland Holdings Limited,95.0,95.0,5000.0
42,,,,
43,Masimba Holdings Limited,370.0,370.0,0.0
44,,,,
45,Nampak Zimbabwe Limited,114.6333,114.985,5000.0
46,,,,
47,National Tyre Services Limited,66.526,66.526,0.0
48,,,,
49,Nmbz Holdings Limited,373.0,373.0,0.0
50,,,,
51,Ok Zimbabwe Limited,39.0,39.0,0.0
52,,,,
53,Proplastics Limited,110.25,110.25,200.0
54,,,,
55,Rainbow Tourism Group Limited,68.25,68.25,0.0
56,,,,
57,Riozim Limited,86.7,93.0,247400.0
58,,,,
59,Seed Co Limited,331.9514,290.0,139900.0
60,,,,
61,Starafricacorporation Limited,4.0,4.0,5100.0
62,,,,
63,Tanganda Tea Company Limited,105.0939,105.7512,121400.0
64,,,,
65,Tsl Limited,240.0,240.0,300.0
66,,,,
67,Turnall Holdings Limited,6.0,6.0,0.0
68,,,,
69,Unifreight Africa Limited,185.25,185.25,0.0
70,,,,
71,Willdale Limited,3.1812,3.6,3000.0
72,,,,
73,Zb Financial Holdings Limited,660.0,660.0,0.0
74,,,,
75,Zeco Holdings Limited,0.0018,0.0018,0.0
76,Zimbabwe Newspapers (1980) Limited,20.0,20.0,0.0
77,,,,
78,Zimre Holdings Limited,27.05,27.05,0.0
79,,,,9610200.0
80,,,,
81,,,,9610200.0
