,0,1,2,3,4,5,6,7
93,,,,,,,,
94,Unifreight Africa Limited,Unifreight Africa Limited,Unifreight Africa Limited,,,52.9692,52.9692,0.0
95,,,,,,,,
96,Willdale Limited,Willdale Limited,,,,2.85,2.85,0.0
97,,,,,,,,
98,Zb Financial Holdings Limited,Zb Financial Holdings Limited,Zb Financial Holdings Limited,,,114.5,114.5,0.0
99,,,,,,,,
100,Zeco Holdings Limited,Zeco Holdings Limited,Zeco Holdings Limited,,,0.0331,0.0331,0.0
101,,,,,,,,
102,Zimbabwe Newspapers (1980) Limited,Zimbabwe Newspapers (1980) Limited,Zimbabwe Newspapers (1980) Limited,Zimbabwe Newspapers (1980) Limited,,2.6,2.6,0.0
103,,,,,,,,
104,Zimplow Holdings Limited,Zimplow Holdings Limited,Zimplow Holdings Limited,,,18.25,18.3636,1100.0
105,,,,,,,,
106,Zimre Holdings Limited,Zimre Holdings Limited,Zimre Holdings Limited,,,4.9866,5.1,3300.0
107,,,,,,,,573700.0
108,,,,,,,,
109,,,,,,,,573700.0
