,0,1,2,3,4,5,6,7
92,Turnall Holdings Limited,Turnall Holdings Limited,Turnall Holdings Limited,,,3.91,3.91,1000.0
93,,,,,,,,
94,Unifreight Africa Limited,Unifreight Africa Limited,Unifreight Africa Limited,,,52.7778,52.9692,1300.0
95,,,,,,,,
96,Willdale Limited,Willdale Limited,,,,2.1,2.4,300.0
97,,,,,,,,
98,Zb Financial Holdings Limited,Zb Financial Holdings Limited,Zb Financial Holdings Limited,,,115.0,120.0,100.0
99,,,,,,,,
100,Zeco Holdings Limited,Zeco Holdings Limited,Zeco Holdings Limited,,,0.0331,0.0331,0.0
101,,,,,,,,
102,Zimbabwe Newspapers (1980) Limited,Zimbabwe Newspapers (1980) Limited,Zimbabwe Newspapers (1980) Limited,Zimbabwe Newspapers (1980) Limited,,3.0,3.0,1000.0
103,,,,,,,,
104,Zimplow Holdings Limited,Zimplow Holdings Limited,Zimplow Holdings Limited,,,14.5,14.5,0.0
105,,,,,,,,
106,Zimre Holdings Limited,Zimre Holdings Limited,Zimre Holdings Limited,,,5.0,5.0,28300.0
