,0,1,2,3,4
3,,EQUITIES,,,
4,,,,,
5,1.0,Afdis Distillers Limited,1739.35,1739.35,0.0
6,,,,,
7,2.0,Amalgamated Regional Trading (Art) Holdings Limited,48.0,48.0,0.0
8,,,,,
9,,,,,
10,3.0,Ariston Holdings Limited,30.1684,30.3615,2600.0
11,,,,,
12,4.0,Bridgefort Capital Limited,16.5909,16.5909,0.0
13,,,,,
14,5.0,Bridgefort Capital Limited Class B,33.65,33.65,0.0
15,,,,,
16,6.0,British American Tobacco Zimbabwe Limited,13892.86,13995.59,22700.0
17,,,,,
18,,,,,
19,7.0,Cafca Limited,2350.0,2350.0,0.0
20,,,,,
21,8.0,Cbz Holdings Limited,1780.909,1804.167,40800.0
22,,,,,
23,9.0,Cfi Holdings Limited,2200.1,2200.1,0.0
24,,,,,
25,10.0,Dairibord Holdings Limited,476.0,475.9502,65300.0
26,,,,,
27,11.0,Delta Corporation Limited,2591.699,2602.592,178000.0
28,,,,,
29,12.0,Ecocash Holdings Zimbabwe Limited,138.9309,138.5127,2570900.0
30,,,,,
31,13.0,Econet Wireless Zimbabwe Limited,500.0108,501.5302,2236100.0
32,,,,,
33,14.0,Edgars Stores Limited,87.3333,95.8083,600.0
34,,,,,
35,15.0,Fbc Holdings Limited,753.928,750.0466,108400.0
36,,,,,
37,16.0,Fidelity Life Assurance Limited,150.0,150.0,0.0
38,,,,,
39,17.0,First Mutual Holdings Limited,585.0,585.0,0.0
40,,,,,
41,18.0,First Mutual Properties Limited,137.0723,137.1,600.0
42,,,,,
43,19.0,General Beltings Holdings Limited,11.2563,11.353,34900.0
44,,,,,
45,20.0,Hippo Valley Estates Limited,1835.833,1892.53,329500.0
46,,,,,
47,21.0,Mashonaland Holdings Limited,125.0,125.0477,289600.0
48,,,,,
49,22.0,Masimba Holdings Limited,800.0,800.0,0.0
50,,,,,
51,23.0,Meikles Limited,965.7895,966.1901,47300.0
52,,,,,
53,24.0,Nampak Zimbabwe Limited,344.0,345.6667,600.0
54,,,,,
55,25.0,National Tyre Services Limited,24.7,24.7,0.0
56,,,,,
57,26.0,Nmbz Holdings Limited,300.002,300.05,100.0
58,,,,,
59,27.0,Ok Zimbabwe Limited,145.3039,150.168,399900.0
60,,,,,
61,28.0,Proplastics Limited,611.5,611.5,0.0
62,,,,,
63,29.0,Rainbow Tourism Group Limited,135.0,133.3585,10600.0
64,,,,,
65,30.0,Riozim Limited,690.0,690.0,0.0
66,,,,,
67,31.0,Seed Co Limited,740.0,740.0,97800.0
68,,,,,
69,32.0,Starafricacorporation Limited,4.9698,4.9817,26800.0
70,,,,,
71,33.0,Tanganda Tea Company Limited,950.0,950.0101,534300.0
72,,,,,
73,34.0,Truworths Limited,35.0,35.0,0.0
74,,,,,
75,35.0,Tsl Limited,517.9,517.9,0.0
76,36.0,Turnall Holdings Limited,25.4735,25.5,7000.0
77,,,,,
78,37.0,Unifreight Africa Limited,258.0,258.0,0.0
79,,,,,
80,38.0,Willdale Limited,16.1408,18.0,18200.0
81,,,,,
82,39.0,Zb Financial Holdings Limited,790.0,790.0,0.0
83,,,,,
84,40.0,Zeco Holdings Limited,0.0331,0.0331,0.0
85,,,,,
86,41.0,Zimbabwe Newspapers (1980) Limited,16.65,16.65,0.0
87,,,,,
88,42.0,Zimre Holdings Limited,102.3144,106.6667,6000.0
