,0,1,2,3,4,5,6,7
92,Unifreight Africa Limited,Unifreight Africa Limited,Unifreight Africa Limited,,,45.025,45.025,0.0
93,,,,,,,,
94,Willdale Limited,Willdale Limited,,,,1.9525,1.9525,15400.0
95,,,,,,,,
96,Zb Financial Holdings Limited,Zb Financial Holdings Limited,Zb Financial Holdings Limited,,,114.0,114.0,100.0
97,,,,,,,,
98,Zeco Holdings Limited,Zeco Holdings Limited,Zeco Holdings Limited,,,0.0331,0.0331,0.0
99,,,,,,,,
100,Zimbabwe Newspapers (1980) Limited,Zimbabwe Newspapers (1980) Limited,Zimbabwe Newspapers (1980) Limited,Zimbabwe Newspapers (1980) Limited,,2.6,2.8,3800.0
101,,,,,,,,
102,Zimplow Holdings Limited,Zimplow Holdings Limited,Zimplow Holdings Limited,,,16.3857,16.8286,2100.0
103,,,,,,,,
104,Zimre Holdings Limited,Zimre Holdings Limited,Zimre Holdings Limited,,,4.4112,4.4409,3300.0
105,,,,,,,,838400.0
106,,,,,,,,
107,,,,,,,,838400.0
