,0,1,2,3
3,Afdis Distillers Limited,928.7,808.6319,19100.0
4,,,,
5,Amalgamated Regional Trading (Art) Holdings Limited,71.0,71.0,0.0
6,,,,
7,,,,
8,Ariston Holdings Limited,8.0,8.0,15300.0
9,,,,
10,,,,
11,British American Tobacco Zimbabwe Limited,13100.0,13100.0,0.0
12,,,,
13,,,,
14,Cafca Limited,2050.0,2050.0,100.0
15,,,,
16,Cbz Holdings Limited,1289.9538,1290.0,200.0
17,,,,
18,Cfi Holdings Limited,492.25,492.25,0.0
19,,,,
20,Dairibord Holdings Limited,195.05,195.05,0.0
21,,,,
22,Delta Corporation Limited,1999.6657,1991.08,73600.0
23,,,,
24,Ecocash Holdings Zimbabwe Limited,43.0,42.2469,1600.0
25,,,,
26,Econet Wireless Zimbabwe Limited,385.332,386.1634,105400.0
27,,,,
28,Fbc Holdings Limited,1200.9914,1200.9914,0.0
29,,,,
30,Fidelity Life Assurance Limited,100.0,100.0,0.0
31,,,,
32,First Mutual Holdings Limited,449.95,449.95,0.0
33,,,,
34,First Mutual Properties Limited,95.0,95.0,0.0
35,,,,
36,General Beltings Holdings Limited,6.0,6.0,0.0
37,,,,
38,Hippo Valley Estates Limited,926.6628,926.6628,0.0
39,,,,
40,Mashonaland Holdings Limited,269.9167,269.9167,0.0
41,,,,
42,Masimba Holdings Limited,298.25,298.25,0.0
43,,,,
44,,,,
45,Nampak Zimbabwe Limited,95.2,95.0,544800.0
46,,,,
47,National Tyre Services Limited,50.0,50.0,0.0
48,,,,
49,Nmbz Holdings Limited,370.0,370.0,9100.0
50,,,,
51,Ok Zimbabwe Limited,63.15,63.0,400.0
52,,,,
53,Proplastics Limited,248.0,248.0,0.0
54,,,,
55,Rainbow Tourism Group Limited,65.0,65.0,0.0
56,,,,
57,Riozim Limited,130.0,130.0,0.0
58,,,,
59,Seed Co Limited,504.85,503.9667,300.0
60,,,,
61,Starafricacorporation Limited,2.4535,2.4108,66000.0
62,,,,
63,Tanganda Tea Company Limited,359.8971,331.4634,4100.0
64,,,,
65,Tsl Limited,253.0,253.0,0.0
66,,,,
67,Turnall Holdings Limited,5.68,6.0,2100.0
68,,,,
69,Unifreight Africa Limited,250.0,250.0,0.0
70,Willdale Limited,6.2848,6.2848,0.0
71,,,,
72,Zb Financial Holdings Limited,730.0,730.0,10400.0
73,,,,
74,Zeco Holdings Limited,0.0018,0.0018,0.0
75,,,,
76,Zimbabwe Newspapers (1980) Limited,6.0,6.0,0.0
77,,,,
78,Zimre Holdings Limited,45.0,41.0,3696900.0
79,,,,4549400.0
80,,,,
81,,,,4549400.0
