,0,1,2,3,4
3,,EQUITIES,EQUITIES,,
4,,,,,
5,1.0,Afdis Distillers Limited,308.2458,300.0,6900.0
6,,,,,
7,2.0,African Sun Limited,18.0012,18.1923,2600.0
8,,,,,
9,3.0,Amalgamated Regional Trading (Art) Holdings Limited,16.6,16.6,0.0
10,,,,,
11,,,,,
12,4.0,Ariston Holdings Limited,2.8977,2.8977,0.0
13,,,,,
14,5.0,Axia Corporation Limited,48.9777,46.0344,100300.0
15,,,,,
16,6.0,Bridgefort Capital Limited,8.7,8.7,0.0
17,,,,,
18,7.0,Bridgefort Capital Limited Class B,26,26.0,0.0
19,,,,,
20,8.0,British American Tobacco Zimbabwe Limited,2299.95,2299.95,0.0
21,,,,,
22,,,,,
23,9.0,Cafca Limited,200,195.303,3300.0
24,,,,,
25,10.0,Cbz Holdings Limited,157.7333,159.2,500.0
26,,,,,
27,11.0,Cfi Holdings Limited,400.25,400.25,0.0
28,,,,,
29,12.0,Dairibord Holdings Limited,19.2308,20.0,900.0
30,,,,,
31,13.0,Delta Corporation Limited,203.0228,201.7318,61100.0
32,,,,,
33,14.0,Ecocash Holdings Zimbabwe Limited,31.5465,31.4294,68100.0
34,,,,,
35,15.0,Econet Wireless Zimbabwe Limited,97.7981,97.2948,62800.0
36,,,,,
37,16.0,Edgars Stores Limited,5.6357,5.6,300.0
38,,,,,
39,17.0,Fbc Holdings Limited,54,54.0,0.0
40,,,,,
41,18.0,Fidelity Life Assurance Limited,21,21.0,2300.0
42,,,,,
43,19.0,First Capital Bank Limited,8.6,7.5374,65900.0
44,,,,,
45,20.0,First Mutual Holdings Limited,16.25,16.25,0.0
46,,,,,
47,21.0,First Mutual Properties Limited,5,5.0,22500.0
48,,,,,
49,22.0,General Beltings Holdings Limited,1.9817,2.0572,17500.0
50,,,,,
51,23.0,Getbucks Microfinance Bank Limited,16,16.0,0.0
52,,,,,
53,24.0,Hippo Valley Estates Limited,210,240.0,100.0
54,,,,,
55,25.0,Innscor Africa Limited,261.7692,260.5292,40700.0
56,,,,,
57,26.0,Lafarge Cement Zimbabwe Limited,102,102.0,0.0
58,,,,,
59,27.0,Mashonaland Holdings Limited,5.0249,5.4003,4911600.0
60,,,,,
61,28.0,Masimba Holdings Limited,50,50.0,200.0
62,,,,,
63,29.0,Meikles Limited,99.95,85.6028,12400.0
64,,,,,
65,30.0,Nampak Zimbabwe Limited,9.3383,9.3383,0.0
66,,,,,
67,31.0,National Foods Holdings Limited,1345,1345.0,0.0
68,,,,,
69,32.0,National Tyre Services Limited,13,13.0,100.0
70,,,,,
71,33.0,Nmbz Holdings Limited,17.25,17.25,0.0
72,,,,,
73,34.0,Ok Zimbabwe Limited,36.3284,36.4045,217800.0
74,35.0,Proplastics Limited,21.45,21.45,0.0
75,,,,,
76,36.0,Rainbow Tourism Group Limited,7.6154,7.0471,5600.0
77,,,,,
78,37.0,Riozim Limited,95,95.0,0.0
79,,,,,
80,38.0,Seed Co Limited,74,70.8973,126600.0
81,,,,,
82,39.0,Simbisa Brands Limited,149.56,148.9448,38800.0
83,,,,,
84,40.0,Starafricacorporation Limited,1.6584,1.66,1100.0
85,,,,,
86,41.0,Tanganda Tea Company Limited,122.8998,122.8998,0.0
87,,,,,
88,42.0,Truworths Limited,1.7,1.7,0.0
89,,,,,
90,43.0,Tsl Limited,60,60.0,0.0
91,,,,,
92,44.0,Turnall Holdings Limited,4.5725,4.5651,115700.0
93,,,,,
94,45.0,Unifreight Africa Limited,38.25,38.25,0.0
95,,,,,
96,46.0,Willdale Limited,2,2.0,5900.0
97,,,,,
98,47.0,Zb Financial Holdings Limited,69.5,68.0,1000.0
99,,,,,
100,48.0,Zeco Holdings Limited,0.0288,0.0288,0.0
101,,,,,
102,49.0,Zimbabwe Newspapers (1980) Limited,4,3.9975,100.0
103,,,,,
104,50.0,Zimplow Holdings Limited,15.4336,15.4336,0.0
105,,,,,
106,51.0,Zimre Holdings Limited,4.9113,4.9193,124900.0
