,0,1,2,3
3,EQUITIES,,,
4,,,,
5,Afdis Distillers Limited,700.0,700.0,0.0
6,,,,
7,Amalgamated Regional Trading (Art) Holdings Limited,44.0,45.0,200.0
8,,,,
9,,,,
10,Ariston Holdings Limited,3.7019,3.9977,645700.0
11,,,,
12,Bridgefort Capital Limited,1.5,1.5,0.0
13,,,,
14,Bridgefort Capital Limited Class B,2.64,2.64,0.0
15,,,,
16,British American Tobacco Zimbabwe Limited,8181.3,8181.3,0.0
17,,,,
18,,,,
19,Cafca Limited,1400.0,1400.0,0.0
20,,,,
21,Cbz Holdings Limited,1300.0,1400.75,6000.0
22,,,,
23,Cfi Holdings Limited,281.5,281.5,0.0
24,,,,
25,Dairibord Holdings Limited,270.0,261.0282,7100.0
26,,,,
27,Delta Corporation Limited,1803.8984,1801.982,102800.0
28,,,,
29,Ecocash Holdings Zimbabwe Limited,32.9744,30.8334,20200.0
30,,,,
31,Econet Wireless Zimbabwe Limited,351.1743,355.5562,411500.0
32,,,,
33,Fbc Holdings Limited,1265.0,1100.0,107000.0
34,,,,
35,Fidelity Life Assurance Limited,120.25,120.25,0.0
36,,,,
37,First Mutual Holdings Limited,400.0,400.0,600.0
38,,,,
39,First Mutual Properties Limited,66.625,64.9925,2000.0
40,,,,
41,General Beltings Holdings Limited,6.0,6.0,0.0
42,,,,
43,Hippo Valley Estates Limited,861.0,861.0,200.0
44,,,,
45,Mashonaland Holdings Limited,69.2917,69.2917,0.0
46,,,,
47,Masimba Holdings Limited,230.0,230.0,2100.0
48,,,,
49,Meikles Limited,584.3333,550.0,4100.0
50,,,,
51,Nampak Zimbabwe Limited,84.3583,97.0,26900.0
52,,,,
53,National Tyre Services Limited,50.0,50.0,0.0
54,,,,
55,Nmbz Holdings Limited,285.0,300.0,100.0
56,,,,
57,Ok Zimbabwe Limited,84.6374,84.0245,5100.0
58,,,,
59,Proplastics Limited,194.6538,194.6538,0.0
60,,,,
61,Rainbow Tourism Group Limited,48.0,53.0,1100.0
62,,,,
63,Riozim Limited,139.0,139.0,0.0
64,,,,
65,Seed Co Limited,564.9976,564.9465,27200.0
66,,,,
67,Starafricacorporation Limited,1.5873,1.6822,220500.0
68,,,,
69,Tanganda Tea Company Limited,370.25,370.25,0.0
70,,,,
71,Tsl Limited,260.0,260.0,0.0
72,,,,
73,Turnall Holdings Limited,5.9,5.9,0.0
74,,,,
75,Unifreight Africa Limited,272.9167,275.0,100.0
76,Willdale Limited,4.9593,4.9593,0.0
77,,,,
78,Zb Financial Holdings Limited,832.0,832.0,0.0
79,,,,
80,Zeco Holdings Limited,0.0018,0.0018,0.0
81,,,,
82,Zimbabwe Newspapers (1980) Limited,6.32,6.5,5000.0
83,,,,
84,Zimre Holdings Limited,31.049,33.05,400.0
85,,,,1595900.0
86,,,,
87,,,,1595900.0
