,0,1,2,3
3,EQUITIES,,,
4,,,,
5,Afdis Distillers Limited,1940.95,1940.96,2500.0
6,,,,
7,Amalgamated Regional Trading (Art) Holdings Limited,55.0,55.0,0.0
8,,,,
9,,,,
10,Ariston Holdings Limited,25.767,25.8,100.0
11,,,,
12,Bridgefort Capital Limited,17.0917,17.0917,0.0
13,,,,
14,Bridgefort Capital Limited Class B,29.3,29.3,0.0
15,,,,
16,British American Tobacco Zimbabwe Limited,11711.1277,13467.75,1300.0
17,,,,
18,,,,
19,Cafca Limited,1535.4,1765.7,100.0
20,,,,
21,Cbz Holdings Limited,2925.7046,2486.85,800.0
22,,,,
23,Cfi Holdings Limited,2562.8,2562.8,100.0
24,,,,
25,Dairibord Holdings Limited,467.5556,465.45,800.0
26,,,,
27,Delta Corporation Limited,3100.4553,3143.3022,31900.0
28,,,,
29,Ecocash Holdings Zimbabwe Limited,190.068,208.8548,8400.0
30,,,,
31,Econet Wireless Zimbabwe Limited,899.513,881.4841,19200.0
32,,,,
33,Edgars Stores Limited,109.9563,108.95,1100.0
34,,,,
35,Fbc Holdings Limited,1399.8826,1399.9,800.0
36,,,,
37,Fidelity Life Assurance Limited,72.0,72.0,0.0
38,,,,
39,First Mutual Holdings Limited,106.95,122.95,700.0
40,,,,
41,First Mutual Properties Limited,110.0,110.0,0.0
42,,,,
43,General Beltings Holdings Limited,8.05,8.05,0.0
44,,,,
45,Getbucks Microfinance Bank Limited,33.5,33.5,0.0
46,,,,
47,Hippo Valley Estates Limited,2687.0,2687.0,0.0
48,,,,
49,Mashonaland Holdings Limited,110.0,110.0,6200.0
50,,,,
51,Masimba Holdings Limited,557.4545,557.4545,0.0
52,,,,
53,Meikles Limited,1098.2315,1139.4545,1100.0
54,,,,
55,Nampak Zimbabwe Limited,63.0,70.0,1600.0
56,,,,
57,National Tyre Services Limited,18.5,18.5,0.0
58,,,,
59,Nmbz Holdings Limited,188.0,216.0,900.0
60,,,,
61,Ok Zimbabwe Limited,240.0484,250.7458,84000.0
62,,,,
63,Proplastics Limited,450.0,450.0,0.0
64,,,,
65,Rainbow Tourism Group Limited,84.8,84.8,0.0
66,,,,
67,Riozim Limited,423.0,423.0,0.0
68,,,,
69,Seed Co Limited,1999.75,1899.9523,8600.0
70,,,,
71,Starafricacorporation Limited,5.8583,6.0192,369200.0
72,,,,
73,Tanganda Tea Company Limited,1300.0,1300.0,2100.0
74,Truworths Limited,10.15,10.15,2400.0
75,,,,
76,Tsl Limited,650.0,650.0,0.0
77,,,,
78,Turnall Holdings Limited,11.5,11.5,0.0
79,,,,
80,Unifreight Africa Limited,238.0,238.0,0.0
81,,,,
82,Willdale Limited,19.0,19.0,14800.0
83,,,,
84,Zb Financial Holdings Limited,648.25,648.25,0.0
85,,,,
86,Zeco Holdings Limited,0.0331,0.0331,0.0
87,,,,
88,Zimbabwe Newspapers (1980) Limited,10.0,10.0,0.0
89,,,,
90,Zimplow Holdings Limited,170.0,170.0,500.0
91,,,,
92,Zimre Holdings Limited,95.6897,95.7,900.0
93,,,,560100.0
94,,,,
95,,,,560100.0
