Name,Opening_Price,Closing_Price,Volume_Traded
1.0,297.8,296.75,400.0
2.0,25.0,24.9969,6400.0
3.0,15.0636,15.0636,0.0
4.0,4.0,3.9437,7900.0
5.0,74.1021,70.0,147200.0
6.0,8.0,8.0,0.0
7.0,26.0,26.0,0.0
8.0,2950.0,2950.0,0.0
9.0,200.05,200.05,0.0
10.0,130.0,130.0,9000.0
11.0,411.25,411.25,0.0
12.0,49.7,49.75,500.0
13.0,213.5839,212.0412,34100.0
14.0,38.4519,38.5,243200.0
15.0,81.4611,80.3895,474600.0
16.0,7.5,7.5,4000.0
17.0,62.5012,62.5012,0.0
18.0,24.0,24.0,0.0
19.0,10.4,10.4,0.0
20.0,23.5,23.5,0.0
21.0,8.8135,8.82,300.0
22.0,2.0,2.0,0.0
23.0,18.95,18.95,0.0
24.0,207.05,207.0501,60100.0
25.0,329.0831,327.5898,371400.0
26.0,124.7419,124.7419,0.0
27.0,7.81,7.81,65500.0
28.0,78.0,78.0,0.0
29.0,100.5,100.001,203400.0
30.0,10.0,10.0,0.0
31.0,1103.0,1103.0,0.0
32.0,12.0,12.0,0.0
33.0,24.4025,25.0,200.0
34.0,29.6832,29.8956,8000.0
35.0,27.7109,27.7109,0.0
36.0,7.9063,7.9063,0.0
37.0,140.0,140.0,0.0
38.0,90.0,90.0,54500.0
39.0,229.8211,227.6667,300.0
40.0,1.877,1.89,5500.0
41.0,90.0,90.0,95300.0
42.0,2.2025,2.2025,0.0
43.0,41.1794,41.1794,0.0
44.0,3.91,3.91,0.0
45.0,52.9692,52.9692,0.0
46.0,2.845,2.8475,500.0
47.0,114.5,114.5,0.0
48.0,0.0331,0.0331,0.0
49.0,2.6,2.6,0.0
50.0,18.4,18.4,200.0
51.0,5.1,5.1,0.0
