,0,1,2,3,4
3,,EQUITIES,,,
4,,,,,
5,1.0,Afdis Distillers Limited,2990.0,2990.0,0.0
6,,,,,
7,2.0,Amalgamated Regional Trading (Art) Holdings Limited,64.0,64.0,0.0
8,,,,,
9,,,,,
10,3.0,Ariston Holdings Limited,47.0,47.0,2700.0
11,,,,,
12,4.0,Bridgefort Capital Limited,17.0,17.0,0.0
13,,,,,
14,5.0,Bridgefort Capital Limited Class B,30.0,30.0,0.0
15,,,,,
16,6.0,British American Tobacco Zimbabwe Limited,13000.0,13000.0,1000.0
17,,,,,
18,,,,,
19,7.0,Cafca Limited,4422.45,4422.45,0.0
20,,,,,
21,8.0,Cbz Holdings Limited,4000.0,4000.0,600.0
22,,,,,
23,9.0,Cfi Holdings Limited,2185.0,2185.0,0.0
24,,,,,
25,10.0,Dairibord Holdings Limited,661.0227,561.9,554900.0
26,,,,,
27,11.0,Delta Corporation Limited,5031.6111,5023.9227,55800.0
28,,,,,
29,12.0,Ecocash Holdings Zimbabwe Limited,215.1101,215.0,105600.0
30,,,,,
31,13.0,Econet Wireless Zimbabwe Limited,1007.7107,1060.4897,1195700.0
32,,,,,
33,14.0,Edgars Stores Limited,132.25,152.0,1400.0
34,,,,,
35,15.0,Fbc Holdings Limited,906.15,906.15,0.0
36,,,,,
37,16.0,Fidelity Life Assurance Limited,310.0,310.0,0.0
38,,,,,
39,17.0,First Mutual Holdings Limited,1150.0,1150.0,0.0
40,,,,,
41,18.0,First Mutual Properties Limited,322.05,322.05,1100.0
42,,,,,
43,19.0,General Beltings Holdings Limited,35.55,35.55,0.0
44,,,,,
45,20.0,Hippo Valley Estates Limited,2215.8333,2215.8333,0.0
46,,,,,
47,21.0,Mashonaland Holdings Limited,155.325,155.4368,1900.0
48,,,,,
49,22.0,Masimba Holdings Limited,810.0,810.0,0.0
50,,,,,
51,23.0,Meikles Limited,1640.9167,1510.0,3000.0
52,,,,,
53,24.0,Nampak Zimbabwe Limited,292.3,336.0048,104800.0
54,,,,,
55,25.0,National Tyre Services Limited,49.4,70.0,200.0
56,,,,,
57,26.0,Nmbz Holdings Limited,680.0,681.0,800.0
58,,,,,
59,27.0,Ok Zimbabwe Limited,225.0,225.7241,144600.0
60,,,,,
61,28.0,Proplastics Limited,633.0,650.0,588500.0
62,,,,,
63,29.0,Rainbow Tourism Group Limited,175.0279,175.0279,0.0
64,,,,,
65,30.0,Riozim Limited,900.0,900.0,0.0
66,,,,,
67,31.0,Seed Co Limited,1150.0,1322.5,1300.0
68,,,,,
69,32.0,Starafricacorporation Limited,9.9887,9.8,90900.0
70,,,,,
71,33.0,Tanganda Tea Company Limited,1010.0,1010.0,0.0
72,34.0,Truworths Limited,39.0,39.0,1400.0
73,,,,,
74,35.0,Tsl Limited,1200.0,1200.0,0.0
75,,,,,
76,36.0,Turnall Holdings Limited,40.0,40.0,700.0
77,,,,,
78,37.0,Unifreight Africa Limited,250.0,250.0,0.0
79,,,,,
80,38.0,Willdale Limited,42.15,46.0,28900.0
81,,,,,
82,39.0,Zb Financial Holdings Limited,1035.0,1035.0,0.0
83,,,,,
84,40.0,Zeco Holdings Limited,0.04,0.04,0.0
85,,,,,
86,41.0,Zimbabwe Newspapers (1980) Limited,34.0,34.0,0.0
87,,,,,
88,42.0,Zimre Holdings Limited,174.95,175.0,1200.0
