,0,1,2,3,4
3,1.0,Afdis Distillers Limited,225,225.0,0.0
4,,,,,
5,2.0,Amalgamated Regional Trading (Art) Holdings Limited,8.9,8.9,0.0
6,,,,,
7,,,,,
8,3.0,Ariston Holdings Limited,4,4.0,0.0
9,,,,,
10,4.0,Bridgefort Capital Limited,1.4007,1.4007,0.0
11,,,,,
12,5.0,Bridgefort Capital Limited Class B,1.3207,1.3207,0.0
13,,,,,
14,6.0,British American Tobacco Zimbabwe Limited,2484.95,2482.458,2400.0
15,,,,,
16,,,,,
17,7.0,Cafca Limited,621.3121,621.3121,0.0
18,,,,,
19,8.0,Cbz Holdings Limited,360.0341,360.0341,0.0
20,,,,,
21,9.0,Cfi Holdings Limited,140.05,140.05,0.0
22,,,,,
23,10.0,Dairibord Holdings Limited,56.55,56.55,0.0
24,,,,,
25,11.0,Delta Corporation Limited,710.2229,713.5062,17700.0
26,,,,,
27,12.0,Ecocash Holdings Zimbabwe Limited,17.426,16.3801,136900.0
28,,,,,
29,13.0,Econet Wireless Zimbabwe Limited,153.5094,159.3709,35600.0
30,,,,,
31,14.0,Fbc Holdings Limited,183.5,183.4543,6900.0
32,,,,,
33,15.0,Fidelity Life Assurance Limited,66.002,66.002,0.0
34,,,,,
35,16.0,First Mutual Holdings Limited,200,200.0,0.0
36,,,,,
37,17.0,First Mutual Properties Limited,35,35.0,2500.0
38,,,,,
39,18.0,General Beltings Holdings Limited,5,5.0,300.0
40,,,,,
41,19.0,Hippo Valley Estates Limited,400,400.0,200.0
42,,,,,
43,20.0,Mashonaland Holdings Limited,13.5,13.55,1300.0
44,,,,,
45,21.0,Masimba Holdings Limited,154,154.0,500.0
46,,,,,
47,22.0,Meikles Limited,239.9954,239.9978,6800.0
48,,,,,
49,23.0,Nampak Zimbabwe Limited,40,40.0,3800.0
50,,,,,
51,24.0,National Tyre Services Limited,12.8064,12.8064,0.0
52,,,,,
53,25.0,Nmbz Holdings Limited,173.2481,173.2481,0.0
54,,,,,
55,26.0,Ok Zimbabwe Limited,44.9967,44.9894,33800.0
56,,,,,
57,27.0,Proplastics Limited,40,40.0,0.0
58,,,,,
59,28.0,Rainbow Tourism Group Limited,21.25,21.25,0.0
60,,,,,
61,29.0,Riozim Limited,63,63.0,0.0
62,,,,,
63,30.0,Seed Co Limited,196.7606,170.2088,16000.0
64,,,,,
65,31.0,Starafricacorporation Limited,0.6909,0.7,249900.0
66,,,,,
67,32.0,Tanganda Tea Company Limited,185.25,185.25,0.0
68,,,,,
69,33.0,Tsl Limited,106.5,106.5,0.0
70,,,,,
71,34.0,Turnall Holdings Limited,2.7,2.7,0.0
72,,,,,
73,35.0,Unifreight Africa Limited,26,26.0,0.0
74,36.0,Willdale Limited,3.52,4.0,213800.0
75,,,,,
76,37.0,Zb Financial Holdings Limited,190,190.0,500.0
77,,,,,
78,38.0,Zeco Holdings Limited,0.0018,0.0018,0.0
79,,,,,
80,39.0,Zimbabwe Newspapers (1980) Limited,3.955,3.955,0.0
81,,,,,
82,40.0,Zimre Holdings Limited,36,36.05,10000.0
