,0,1,2,3
3,EQUITIES,,,
4,,,,
5,Afdis Distillers Limited,808.0,808.0,0.0
6,,,,
7,Amalgamated Regional Trading (Art) Holdings Limited,55.25,55.2018,5700.0
8,,,,
9,,,,
10,Ariston Holdings Limited,8.0029,8.0,25900.0
11,,,,
12,Bridgefort Capital Limited,1.5,1.5,0.0
13,,,,
14,Bridgefort Capital Limited Class B,2.64,2.64,0.0
15,,,,
16,British American Tobacco Zimbabwe Limited,8673.0,9540.2776,19000.0
17,,,,
18,,,,
19,Cafca Limited,1560.0,1560.0,0.0
20,,,,
21,Cbz Holdings Limited,1700.0,1790.0,100.0
22,,,,
23,Cfi Holdings Limited,281.5,281.5,0.0
24,,,,
25,Dairibord Holdings Limited,230.0,230.0,0.0
26,,,,
27,Delta Corporation Limited,2150.5529,2151.7596,1683800.0
28,,,,
29,Ecocash Holdings Zimbabwe Limited,45.7692,45.996,2500.0
30,,,,
31,Econet Wireless Zimbabwe Limited,483.3973,490.4222,1209100.0
32,,,,
33,Fbc Holdings Limited,1124.5902,1240.8333,1200.0
34,,,,
35,Fidelity Life Assurance Limited,120.25,120.25,3300.0
36,,,,
37,First Mutual Holdings Limited,430.5,430.5,0.0
38,,,,
39,First Mutual Properties Limited,79.5,79.5,0.0
40,,,,
41,General Beltings Holdings Limited,6.26,6.26,0.0
42,,,,
43,Hippo Valley Estates Limited,875.0,875.0,0.0
44,,,,
45,Mashonaland Holdings Limited,170.25,195.0,1200.0
46,,,,
47,Masimba Holdings Limited,297.3913,299.1632,76300.0
48,,,,
49,Meikles Limited,450.0,456.4103,3900.0
50,,,,
51,Nampak Zimbabwe Limited,123.0,123.0,0.0
52,,,,
53,National Tyre Services Limited,50.0,50.0,0.0
54,,,,
55,Nmbz Holdings Limited,325.55,370.0,900.0
56,,,,
57,Ok Zimbabwe Limited,94.4721,85.397,53900.0
58,,,,
59,Proplastics Limited,175.0,175.0,200.0
60,,,,
61,Rainbow Tourism Group Limited,65.0,65.0,0.0
62,,,,
63,Riozim Limited,139.0,139.0,0.0
64,,,,
65,Seed Co Limited,525.0,527.9762,12600.0
66,,,,
67,Starafricacorporation Limited,2.1001,2.1004,216500.0
68,,,,
69,Tanganda Tea Company Limited,235.5,268.0,200.0
70,,,,
71,Tsl Limited,280.0,280.0,5900.0
72,,,,
73,Turnall Holdings Limited,6.5,6.5,15300.0
74,,,,
75,Unifreight Africa Limited,249.9,249.9,0.0
76,Willdale Limited,5.2785,5.44,16700.0
77,,,,
78,Zb Financial Holdings Limited,849.0,800.0,5000.0
79,,,,
80,Zeco Holdings Limited,0.0018,0.0018,0.0
81,,,,
82,Zimbabwe Newspapers (1980) Limited,6.0,6.0,0.0
83,,,,
84,Zimre Holdings Limited,41.9492,41.9492,0.0
85,,,,3359200.0
86,,,,
87,,,,3359200.0
