,0,1,2,3
3,Afdis Distillers Limited,681.0,700.0,100.0
4,,,,
5,Amalgamated Regional Trading (Art) Holdings Limited,17.0136,17.0136,0.0
6,,,,
7,,,,
8,Ariston Holdings Limited,4.81,4.81,2000.0
9,,,,
10,British American Tobacco Zimbabwe Limited,9900.0,9900.0,0.0
11,,,,
12,,,,
13,Cafca Limited,1999.95,1999.95,0.0
14,,,,
15,Cbz Holdings Limited,700.0,700.0,300.0
16,,,,
17,Cfi Holdings Limited,539.0,539.0,0.0
18,,,,
19,Dairibord Holdings Limited,165.0,165.0,800.0
20,,,,
21,Delta Corporation Limited,1350.1528,1352.9901,129200.0
22,,,,
23,Ecocash Holdings Zimbabwe Limited,13.7547,13.0018,82000.0
24,,,,
25,Econet Wireless Zimbabwe Limited,297.4511,335.9479,14300.0
26,,,,
27,Fbc Holdings Limited,761.6,761.6,0.0
28,,,,
29,Fidelity Life Assurance Limited,43.05,43.05,0.0
30,,,,
31,First Mutual Holdings Limited,413.2065,413.2065,0.0
32,,,,
33,First Mutual Properties Limited,128.95,128.95,0.0
34,,,,
35,General Beltings Holdings Limited,10.0,10.0,0.0
36,,,,
37,Hippo Valley Estates Limited,820.0,820.0,100.0
38,,,,
39,Mashonaland Holdings Limited,130.87,130.87,0.0
40,,,,
41,Masimba Holdings Limited,355.0037,354.0,200.0
42,,,,
43,Nampak Zimbabwe Limited,109.95,109.95,0.0
44,,,,
45,National Tyre Services Limited,66.55,66.55,0.0
46,,,,
47,Nmbz Holdings Limited,370.0036,370.3,33100.0
48,,,,
49,Ok Zimbabwe Limited,30.93,30.9898,45100.0
50,,,,
51,Proplastics Limited,127.3973,137.5,2323600.0
52,,,,
53,Rainbow Tourism Group Limited,63.7009,63.7009,0.0
54,,,,
55,Riozim Limited,80.3,80.3,1000.0
56,,,,
57,Seed Co Limited,295.4556,295.4556,0.0
58,,,,
59,Starafricacorporation Limited,5.78,5.5105,3700.0
60,,,,
61,Tanganda Tea Company Limited,100.0,100.0,12400.0
62,,,,
63,Tsl Limited,290.0,290.0,0.0
64,,,,
65,Turnall Holdings Limited,7.0,7.0,400.0
66,,,,
67,Unifreight Africa Limited,180.0,180.0,0.0
68,,,,
69,Willdale Limited,4.0,4.0,1700.0
70,,,,
71,Zb Financial Holdings Limited,400.0,400.0,500.0
72,,,,
73,Zeco Holdings Limited,0.0018,0.0018,0.0
74,Zimbabwe Newspapers (1980) Limited,11.3,11.0,2600.0
75,,,,
76,Zimre Holdings Limited,35.0,35.0,0.0
77,,,,2653100.0
78,,,,
79,,,,2653100.0
