,0,1,2,3
3,EQUITIES,,,
4,,,,
5,Afdis Distillers Limited,343.85,343.85,0.0
6,,,,
7,Amalgamated Regional Trading (Art) Holdings Limited,8.0,8.9,7351900.0
8,,,,
9,,,,
10,Ariston Holdings Limited,4.0,4.0,4400.0
11,,,,
12,Bridgefort Capital Limited,1.4007,1.4007,0.0
13,,,,
14,Bridgefort Capital Limited Class B,1.3207,1.3207,0.0
15,,,,
16,British American Tobacco Zimbabwe Limited,2099.95,2099.95,0.0
17,,,,
18,,,,
19,Cafca Limited,621.3121,621.3121,0.0
20,,,,
21,Cbz Holdings Limited,405.9265,450.0,300.0
22,,,,
23,Cfi Holdings Limited,160.0,160.0,0.0
24,,,,
25,Dairibord Holdings Limited,93.0,95.9231,1300.0
26,,,,
27,Delta Corporation Limited,924.6991,923.3904,614900.0
28,,,,
29,Ecocash Holdings Zimbabwe Limited,23.0521,21.3476,15721200.0
30,,,,
31,Econet Wireless Zimbabwe Limited,183.6853,191.759,17700.0
32,,,,
33,Fbc Holdings Limited,195.4755,195.4755,0.0
34,,,,
35,Fidelity Life Assurance Limited,118.45,118.45,0.0
36,,,,
37,First Mutual Holdings Limited,205.0,205.0,0.0
38,,,,
39,First Mutual Properties Limited,42.0,42.0,0.0
40,,,,
41,General Beltings Holdings Limited,5.04,5.04,0.0
42,,,,
43,Hippo Valley Estates Limited,482.9655,482.9655,0.0
44,,,,
45,Mashonaland Holdings Limited,14.05,14.05,0.0
46,,,,
47,Masimba Holdings Limited,153.997,153.997,0.0
48,,,,
49,Meikles Limited,485.0,485.0,200.0
50,,,,
51,Nampak Zimbabwe Limited,42.6833,42.6833,0.0
52,,,,
53,National Tyre Services Limited,12.8064,12.8064,0.0
54,,,,
55,Nmbz Holdings Limited,186.0,186.25,200.0
56,,,,
57,Ok Zimbabwe Limited,44.1948,48.1367,6000.0
58,,,,
59,Proplastics Limited,62.6195,62.6195,0.0
60,,,,
61,Rainbow Tourism Group Limited,25.0,25.0,2600.0
62,,,,
63,Riozim Limited,63.0,63.0,0.0
64,,,,
65,Seed Co Limited,171.85,171.85,0.0
66,,,,
67,Starafricacorporation Limited,0.7026,0.8054,328200.0
68,,,,
69,Tanganda Tea Company Limited,149.25,169.0,500.0
70,,,,
71,Tsl Limited,110.0,110.0,600.0
72,,,,
73,Turnall Holdings Limited,3.2,3.21,1000.0
74,,,,
75,Unifreight Africa Limited,33.35,33.35,0.0
76,Willdale Limited,4.0,4.0,20900.0
77,,,,
78,Zb Financial Holdings Limited,179.0,179.0,200.0
79,,,,
80,Zeco Holdings Limited,0.0018,0.0018,0.0
81,,,,
82,Zimbabwe Newspapers (1980) Limited,4.66,5.0,1100.0
83,,,,
84,Zimre Holdings Limited,30.1992,30.0,25600.0
85,,,,24098800.0
86,,,,
87,,,,24098800.0
