,0,1,2,3,4,5,6,7
3,EQUITIES,EQUITIES,,,,,,
4,,,,,,,,
5,Afdis Distillers Limited,Afdis Distillers Limited,Afdis Distillers Limited,,,280.0,280.0,203700.0
6,,,,,,,,
7,African Sun Limited,African Sun Limited,,,,92.6618,92.0,2400.0
8,,,,,,,,
9,Amalgamated Regional Trading (Art) Holdings Limited,Amalgamated Regional Trading (Art) Holdings Limited,Amalgamated Regional Trading (Art) Holdings Limited,Amalgamated Regional Trading (Art) Holdings Limited,Amalgamated Regional Trading (Art) Holdings Limited,22.0,22.0,0.0
10,,,,,,,,
11,,,,,,,,
12,Ariston Holdings Limited,Ariston Holdings Limited,Ariston Holdings Limited,,,11.0,11.4582,7300.0
13,,,,,,,,
14,Bridgefort Capital Limited,Bridgefort Capital Limited,Bridgefort Capital Limited,,,9.2,9.2,0.0
15,,,,,,,,
16,Bridgefort Capital Limited Class B,Bridgefort Capital Limited Class B,Bridgefort Capital Limited Class B,Bridgefort Capital Limited Class B,,26.0,29.3,300.0
17,,,,,,,,
18,British American Tobacco Zimbabwe Limited,British American Tobacco Zimbabwe Limited,British American Tobacco Zimbabwe Limited,British American Tobacco Zimbabwe Limited,British American Tobacco Zimbabwe Limited,2773.0,2772.0,3700.0
19,,,,,,,,
20,,,,,,,,
21,Cafca Limited,Cafca Limited,,,,349.85,349.85,0.0
22,,,,,,,,
23,Cbz Holdings Limited,Cbz Holdings Limited,,,,140.0714,140.3182,163400.0
24,,,,,,,,
25,Cfi Holdings Limited,Cfi Holdings Limited,,,,588.8,588.8,0.0
26,,,,,,,,
27,Dairibord Holdings Limited,Dairibord Holdings Limited,Dairibord Holdings Limited,,,90.0,90.0,37900.0
28,,,,,,,,
29,Delta Corporation Limited,Delta Corporation Limited,Delta Corporation Limited,,,520.4786,531.2108,332000.0
30,,,,,,,,
31,Ecocash Holdings Zimbabwe Limited,Ecocash Holdings Zimbabwe Limited,Ecocash Holdings Zimbabwe Limited,Ecocash Holdings Zimbabwe Limited,,65.9091,65.8657,154500.0
32,,,,,,,,
33,Econet Wireless Zimbabwe Limited,Econet Wireless Zimbabwe Limited,Econet Wireless Zimbabwe Limited,Econet Wireless Zimbabwe Limited,,178.0745,180.7625,146100.0
34,,,,,,,,
35,Edgars Stores Limited,Edgars Stores Limited,Edgars Stores Limited,,,16.5,16.5,0.0
36,,,,,,,,
37,Fbc Holdings Limited,Fbc Holdings Limited,,,,83.0,83.0,0.0
38,,,,,,,,
39,Fidelity Life Assurance Limited,Fidelity Life Assurance Limited,Fidelity Life Assurance Limited,,,29.0,29.0,100.0
40,,,,,,,,
41,First Capital Bank Limited,First Capital Bank Limited,First Capital Bank Limited,,,18.4994,18.0005,2605900.0
42,,,,,,,,
43,First Mutual Holdings Limited,First Mutual Holdings Limited,First Mutual Holdings Limited,,,19.5,19.499,4800.0
44,,,,,,,,
45,First Mutual Properties Limited,First Mutual Properties Limited,First Mutual Properties Limited,,,15.5,15.5,3300.0
46,,,,,,,,
47,General Beltings Holdings Limited,General Beltings Holdings Limited,General Beltings Holdings Limited,General Beltings Holdings Limited,,1.9,1.9,1000.0
48,,,,,,,,
49,Getbucks Microfinance Bank Limited,Getbucks Microfinance Bank Limited,Getbucks Microfinance Bank Limited,Getbucks Microfinance Bank Limited,,23.0,23.0,0.0
50,,,,,,,,
51,Hippo Valley Estates Limited,Hippo Valley Estates Limited,Hippo Valley Estates Limited,,,499.9671,500.0029,39600.0
52,,,,,,,,
53,Mashonaland Holdings Limited,Mashonaland Holdings Limited,Mashonaland Holdings Limited,,,8.9835,10.0,100.0
54,,,,,,,,
55,Masimba Holdings Limited,Masimba Holdings Limited,Masimba Holdings Limited,,,118.0,118.0,0.0
56,,,,,,,,
57,Meikles Limited,Meikles Limited,,,,195.15,198.05,1000.0
58,,,,,,,,
59,Nampak Zimbabwe Limited,Nampak Zimbabwe Limited,Nampak Zimbabwe Limited,,,26.2981,26.2981,0.0
60,,,,,,,,
61,National Tyre Services Limited,National Tyre Services Limited,National Tyre Services Limited,,,12.5,12.5,0.0
62,,,,,,,,
63,Nmbz Holdings Limited,Nmbz Holdings Limited,Nmbz Holdings Limited,,,45.0,45.0996,361600.0
64,,,,,,,,
65,Ok Zimbabwe Limited,Ok Zimbabwe Limited,Ok Zimbabwe Limited,,,56.0298,55.5775,1579200.0
66,,,,,,,,
67,Proplastics Limited,Proplastics Limited,,,,79.95,70.316,4700.0
68,,,,,,,,
69,Rainbow Tourism Group Limited,Rainbow Tourism Group Limited,Rainbow Tourism Group Limited,,,14.0,14.0,1000.0
70,,,,,,,,
71,Riozim Limited,Riozim Limited,,,,184.0,184.0,1200.0
72,,,,,,,,
73,Seed Co Limited,Seed Co Limited,,,,196.1481,196.1481,0.0
74,Starafricacorporation Limited,Starafricacorporation Limited,Starafricacorporation Limited,,,1.6968,1.7019,38100.0
75,,,,,,,,
76,Tanganda Tea Company Limited,Tanganda Tea Company Limited,Tanganda Tea Company Limited,Tanganda Tea Company Limited,,299.6471,299.6479,17000.0
77,,,,,,,,
78,Truworths Limited,Truworths Limited,,,,2.8006,2.8006,0.0
79,,,,,,,,
80,Tsl Limited,Tsl Limited,,,,65.0094,65.0094,0.0
81,,,,,,,,
82,Turnall Holdings Limited,Turnall Holdings Limited,Turnall Holdings Limited,,,7.55,7.55,0.0
83,,,,,,,,
84,Unifreight Africa Limited,Unifreight Africa Limited,Unifreight Africa Limited,,,63.0,63.0,0.0
85,,,,,,,,
86,Willdale Limited,Willdale Limited,,,,3.5,3.5,6100.0
87,,,,,,,,
88,Zb Financial Holdings Limited,Zb Financial Holdings Limited,Zb Financial Holdings Limited,,,115.0,118.8,500.0
89,,,,,,,,
90,Zeco Holdings Limited,Zeco Holdings Limited,Zeco Holdings Limited,,,0.0331,0.0331,0.0
91,,,,,,,,
