,0,1,2,3
3,Afdis Distillers Limited,600.0122,600.0122,0.0
4,,,,
5,Amalgamated Regional Trading (Art) Holdings Limited,9.02,9.02,0.0
6,,,,
7,,,,
8,Ariston Holdings Limited,3.98,4.0,19800.0
9,,,,
10,Bridgefort Capital Limited,3.22,3.22,0.0
11,,,,
12,Bridgefort Capital Limited Class B,2.64,2.64,0.0
13,,,,
14,British American Tobacco Zimbabwe Limited,3027.95,3027.95,0.0
15,,,,
16,,,,
17,Cafca Limited,1100.0,1250.0,300.0
18,,,,
19,Cbz Holdings Limited,1000.0,1000.0,0.0
20,,,,
21,Cfi Holdings Limited,161.0,185.15,200.0
22,,,,
23,Dairibord Holdings Limited,106.0203,110.0278,900.0
24,,,,
25,Delta Corporation Limited,1026.9261,1120.6687,192800.0
26,,,,
27,Ecocash Holdings Zimbabwe Limited,36.5,39.7453,10661400.0
28,,,,
29,Econet Wireless Zimbabwe Limited,320.1295,323.0816,332000.0
30,,,,
31,Fbc Holdings Limited,293.125,293.125,0.0
32,,,,
33,Fidelity Life Assurance Limited,120.5,120.75,200.0
34,,,,
35,First Mutual Holdings Limited,205.0,205.0,100.0
36,,,,
37,First Mutual Properties Limited,38.0,38.0,3200.0
38,,,,
39,General Beltings Holdings Limited,5.0,5.02,100.0
40,,,,
41,Hippo Valley Estates Limited,540.0035,540.875,1600.0
42,,,,
43,Mashonaland Holdings Limited,24.0,24.0,0.0
44,,,,
45,Masimba Holdings Limited,154.0,154.0,0.0
46,,,,
47,Meikles Limited,557.6531,558.1012,308100.0
48,,,,
49,Nampak Zimbabwe Limited,100.2328,105.1,5000.0
50,,,,
51,National Tyre Services Limited,25.0,25.0,0.0
52,,,,
53,Nmbz Holdings Limited,190.0,190.0,225900.0
54,,,,
55,Ok Zimbabwe Limited,47.5683,50.9792,9600.0
56,,,,
57,Proplastics Limited,70.0,70.0,0.0
58,,,,
59,Rainbow Tourism Group Limited,28.1,28.0944,7200.0
60,,,,
61,Riozim Limited,82.8,82.8,0.0
62,,,,
63,Seed Co Limited,241.9246,245.2395,52600.0
64,,,,
65,Starafricacorporation Limited,0.78,0.8172,534300.0
66,,,,
67,Tanganda Tea Company Limited,271.3,272.4969,159300.0
68,,,,
69,Tsl Limited,150.0082,150.0082,0.0
70,,,,
71,Turnall Holdings Limited,3.51,3.51,0.0
72,,,,
73,Unifreight Africa Limited,57.6,57.6,0.0
74,Willdale Limited,3.9727,3.9969,90000.0
75,,,,
76,Zb Financial Holdings Limited,573.4875,640.2273,1100.0
77,,,,
78,Zeco Holdings Limited,0.0018,0.0018,0.0
79,,,,
80,Zimbabwe Newspapers (1980) Limited,5.2,5.2,2300.0
81,,,,
82,Zimre Holdings Limited,28.0,28.0,300.0
83,,,,12608300.0
84,,,,
85,,,,12608300.0
