,0,1,2,3,4
3,,EQUITIES,EQUITIES,,
4,,,,,
5,1.0,Afdis Distillers Limited,298.95,298.95,0.0
6,,,,,
7,2.0,African Sun Limited,17,18.3,9200.0
8,,,,,
9,3.0,Amalgamated Regional Trading (Art) Holdings Limited,17.5644,17.5644,0.0
10,,,,,
11,,,,,
12,4.0,Ariston Holdings Limited,3.9708,3.7343,700.0
13,,,,,
14,5.0,Axia Corporation Limited,58.0554,58.175,1000.0
15,,,,,
16,6.0,Bridgefort Capital Limited,7,7.0,0.0
17,,,,,
18,7.0,Bridgefort Capital Limited Class B,26,26.0,0.0
19,,,,,
20,8.0,British American Tobacco Zimbabwe Limited,2996.333,2996.333,0.0
21,,,,,
22,,,,,
23,9.0,Cafca Limited,200,200.0,0.0
24,,,,,
25,10.0,Cbz Holdings Limited,130,130.0,9300.0
26,,,,,
27,11.0,Cfi Holdings Limited,357.612,357.612,0.0
28,,,,,
29,12.0,Dairibord Holdings Limited,32,32.0,300.0
30,,,,,
31,13.0,Delta Corporation Limited,224.2478,221.1693,262900.0
32,,,,,
33,14.0,Ecocash Holdings Zimbabwe Limited,47.7973,46.9539,118000.0
34,,,,,
35,15.0,Econet Wireless Zimbabwe Limited,89.8103,85.164,468600.0
36,,,,,
37,16.0,Edgars Stores Limited,7.4777,7.5,1500.0
38,,,,,
39,17.0,Fbc Holdings Limited,50,52.0,500.0
40,,,,,
41,18.0,Fidelity Life Assurance Limited,24,22.0,2000.0
42,,,,,
43,19.0,First Capital Bank Limited,9.5314,9.3173,17100.0
44,,,,,
45,20.0,First Mutual Holdings Limited,26,26.0,0.0
46,,,,,
47,21.0,First Mutual Properties Limited,6.5001,6.0714,1400.0
48,,,,,
49,22.0,General Beltings Holdings Limited,1.9825,1.9824,10500.0
50,,,,,
51,23.0,Getbucks Microfinance Bank Limited,17.55,17.55,0.0
52,,,,,
53,24.0,Hippo Valley Estates Limited,207,207.0,2000.0
54,,,,,
55,25.0,Innscor Africa Limited,281.7374,292.3909,14800.0
56,,,,,
57,26.0,Lafarge Cement Zimbabwe Limited,125,124.0,100.0
58,,,,,
59,27.0,Mashonaland Holdings Limited,7.6253,7.9167,1200.0
60,,,,,
61,28.0,Masimba Holdings Limited,70.8,75.0,1400.0
62,,,,,
63,29.0,Meikles Limited,100,100.0,0.0
64,,,,,
65,30.0,Nampak Zimbabwe Limited,8.9,8.6,300.0
66,,,,,
67,31.0,National Foods Holdings Limited,1020.014,1020.014,0.0
68,,,,,
69,32.0,National Tyre Services Limited,12,12.0,0.0
70,,,,,
71,33.0,Nmbz Holdings Limited,19.6667,19.6667,0.0
72,,,,,
73,34.0,Ok Zimbabwe Limited,32.9174,32.9759,124300.0
74,35.0,Proplastics Limited,28,28.0,1200.0
75,,,,,
76,36.0,Rainbow Tourism Group Limited,7,7.0,1400.0
77,,,,,
78,37.0,Riozim Limited,130,132.0,700.0
79,,,,,
80,38.0,Seed Co Limited,80,80.0,0.0
81,,,,,
82,39.0,Simbisa Brands Limited,180,180.1286,700.0
83,,,,,
84,40.0,Starafricacorporation Limited,1.6643,1.761,4700.0
85,,,,,
86,41.0,Tanganda Tea Company Limited,79.2004,79.9857,3500.0
87,,,,,
88,42.0,Truworths Limited,2.54,2.54,0.0
89,,,,,
90,43.0,Tsl Limited,38.7753,42.0,1000.0
91,,,,,
92,44.0,Turnall Holdings Limited,3.91,3.91,0.0
93,,,,,
94,45.0,Unifreight Africa Limited,50,52.7778,900.0
95,,,,,
96,46.0,Willdale Limited,2,2.0,500.0
97,,,,,
98,47.0,Zb Financial Holdings Limited,80.5,92.55,100.0
99,,,,,
100,48.0,Zeco Holdings Limited,0.0331,0.0331,0.0
101,,,,,
102,49.0,Zimbabwe Newspapers (1980) Limited,3,3.0,0.0
103,,,,,
104,50.0,Zimplow Holdings Limited,14.5,13.1197,7100.0
105,,,,,
106,51.0,Zimre Holdings Limited,5,5.0,0.0
