,0,1,2,3
3,Afdis Distillers Limited,600.0122,690.0,400.0
4,,,,
5,Amalgamated Regional Trading (Art) Holdings Limited,10.0413,10.0413,0.0
6,,,,
7,,,,
8,Ariston Holdings Limited,4.0,4.0,1900.0
9,,,,
10,Bridgefort Capital Limited,3.22,3.22,0.0
11,,,,
12,Bridgefort Capital Limited Class B,2.64,2.64,0.0
13,,,,
14,British American Tobacco Zimbabwe Limited,3027.9571,3482.15,100.0
15,,,,
16,,,,
17,Cafca Limited,1250.0,1250.0,0.0
18,,,,
19,Cbz Holdings Limited,1000.0,1100.0,12800.0
20,,,,
21,Cfi Holdings Limited,185.15,185.15,0.0
22,,,,
23,Dairibord Holdings Limited,110.25,115.1,26500.0
24,,,,
25,Delta Corporation Limited,1262.7178,1265.368,486200.0
26,,,,
27,Ecocash Holdings Zimbabwe Limited,44.6295,46.0019,3017000.0
28,,,,
29,Econet Wireless Zimbabwe Limited,340.9116,344.4275,187400.0
30,,,,
31,Fbc Holdings Limited,293.125,293.125,0.0
32,,,,
33,Fidelity Life Assurance Limited,120.75,120.75,0.0
34,,,,
35,First Mutual Holdings Limited,205.0,190.0,3600.0
36,,,,
37,First Mutual Properties Limited,36.0,36.0,0.0
38,,,,
39,General Beltings Holdings Limited,5.02,5.1118,51200.0
40,,,,
41,Hippo Valley Estates Limited,540.875,545.0,2100.0
42,,,,
43,Mashonaland Holdings Limited,27.0,27.0,19000.0
44,,,,
45,Masimba Holdings Limited,154.0,154.0,0.0
46,,,,
47,Meikles Limited,558.2938,641.8,2500.0
48,,,,
49,Nampak Zimbabwe Limited,115.0,115.0,5800.0
50,,,,
51,National Tyre Services Limited,25.0,25.0,0.0
52,,,,
53,Nmbz Holdings Limited,190.0,192.0,100.0
54,,,,
55,Ok Zimbabwe Limited,51.0217,51.6615,6500.0
56,,,,
57,Proplastics Limited,70.0,70.0,100.0
58,,,,
59,Rainbow Tourism Group Limited,28.0944,30.0,6300.0
60,,,,
61,Riozim Limited,82.8,83.0,800.0
62,,,,
63,Seed Co Limited,246.3,246.3,200.0
64,,,,
65,Starafricacorporation Limited,0.827,0.8135,733500.0
66,,,,
67,Tanganda Tea Company Limited,313.35,360.35,5200.0
68,,,,
69,Tsl Limited,172.5,172.5,0.0
70,,,,
71,Turnall Holdings Limited,3.51,3.51,33000.0
72,,,,
73,Unifreight Africa Limited,57.6,57.6,0.0
74,Willdale Limited,3.9505,3.95,9000.0
75,,,,
76,Zb Financial Holdings Limited,736.25,735.0,1000.0
77,,,,
78,Zeco Holdings Limited,0.0018,0.0018,0.0
79,,,,
80,Zimbabwe Newspapers (1980) Limited,5.2,5.2,0.0
81,,,,
82,Zimre Holdings Limited,28.0,28.0,100.0
83,,,,4612300.0
84,,,,
85,,,,4612300.0
