,0,1,2,3
3,Afdis Distillers Limited,700.0,700.0,600.0
4,,,,
5,Amalgamated Regional Trading (Art) Holdings Limited,25.0,28.0,20000.0
6,,,,
7,,,,
8,Ariston Holdings Limited,4.0,3.9984,6400.0
9,,,,
10,Bridgefort Capital Limited,1.5,1.5,0.0
11,,,,
12,Bridgefort Capital Limited Class B,2.64,2.64,0.0
13,,,,
14,British American Tobacco Zimbabwe Limited,4500.0,4500.0,0.0
15,,,,
16,,,,
17,Cafca Limited,1500.0,1500.0,0.0
18,,,,
19,Cbz Holdings Limited,1239.8374,1107.2857,700.0
20,,,,
21,Cfi Holdings Limited,212.9,212.9,0.0
22,,,,
23,Dairibord Holdings Limited,315.0,315.0,0.0
24,,,,
25,Delta Corporation Limited,1389.2081,1365.3817,26200.0
26,,,,
27,Ecocash Holdings Zimbabwe Limited,48.35,50.6102,9800.0
28,,,,
29,Econet Wireless Zimbabwe Limited,352.1943,354.5793,328000.0
30,,,,
31,Fbc Holdings Limited,550.0,570.0,400.0
32,,,,
33,Fidelity Life Assurance Limited,120.25,120.25,600.0
34,,,,
35,First Mutual Holdings Limited,171.8333,171.8333,0.0
36,,,,
37,First Mutual Properties Limited,34.0018,30.6,37000.0
38,,,,
39,General Beltings Holdings Limited,5.5,5.0301,8100.0
40,,,,
41,Hippo Valley Estates Limited,782.0,782.0,0.0
42,,,,
43,Mashonaland Holdings Limited,62.05,62.05,0.0
44,,,,
45,Masimba Holdings Limited,232.0488,232.0488,0.0
46,,,,
47,Meikles Limited,599.5862,599.5862,0.0
48,,,,
49,Nampak Zimbabwe Limited,100.0,106.0,43000.0
50,,,,
51,National Tyre Services Limited,50.0,50.0,0.0
52,,,,
53,Nmbz Holdings Limited,300.0,300.0,0.0
54,,,,
55,Ok Zimbabwe Limited,72.9643,80.005,30300.0
56,,,,
57,Proplastics Limited,270.0,269.7134,101200.0
58,,,,
59,Rainbow Tourism Group Limited,44.0,44.0,900.0
60,,,,
61,Riozim Limited,139.9608,139.9608,0.0
62,,,,
63,Seed Co Limited,384.75,384.75,0.0
64,,,,
65,Starafricacorporation Limited,1.0,1.0969,41300.0
66,,,,
67,Tanganda Tea Company Limited,377.4286,349.9875,400.0
68,,,,
69,Tsl Limited,300.0,280.0,15000.0
70,,,,
71,Turnall Holdings Limited,7.0,7.0,6800.0
72,,,,
73,Unifreight Africa Limited,285.0,285.0,0.0
74,Willdale Limited,4.0,4.0,7800.0
75,,,,
76,Zb Financial Holdings Limited,637.0,637.0,0.0
77,,,,
78,Zeco Holdings Limited,0.0018,0.0018,0.0
79,,,,
80,Zimbabwe Newspapers (1980) Limited,10.05,10.05,0.0
81,,,,
82,Zimre Holdings Limited,28.0,28.0,10600.0
83,,,,695100.0
84,,,,
85,,,,695100.0
