Name,Opening_Price,Closing_Price,Volume_Traded
1.0,691.0,0.0,0.0
2.0,32.65,0.0,0.0
3.0,6.4444,4500.0,29000.0
4.0,8036.0,0.0,0.0
5.0,2050.0,0.0,0.0
6.0,1000.0,100.0,100000.0
7.0,418.0,0.0,0.0
8.0,195.25,0.0,0.0
9.0,1418.285,135100.0,192000000.0
10.0,29.4269,9300.0,273670.0
11.0,341.345,30200.0,10308620.0
12.0,850.0,2400.0,2040000.0
13.0,62.05,0.0,0.0
14.0,443.5235,0.0,0.0
15.0,123.1,0.0,0.0
16.0,6.6,6700.0,44220.0
17.0,781.0,100.0,78100.0
18.0,210.0,0.0,0.0
19.0,300.0,0.0,0.0
20.0,130.0,0.0,0.0
21.0,66.526,0.0,0.0
22.0,330.0,65000.0,21450000.0
23.0,53.0,3300.0,174900.0
24.0,174.25,0.0,0.0
25.0,60.25,0.0,0.0
26.0,130.0,0.0,0.0
27.0,270.0273,0.0,0.0
28.0,2.2,54700.0,120340.0
29.0,250.6,5000.0,1253000.0
30.0,220.0,0.0,0.0
31.0,6.0,163600.0,981600.0
32.0,249.0,0.0,0.0
33.0,3.51,143900.0,505089.0
34.0,650.0,600.0,390000.0
35.0,0.0018,0.0,0.0
36.0,6.0,0.0,0.0
37.0,18.7,9700.0,181390.0
