,0,1,2,3,4
3,,EQUITIES,,,
4,,,,,
5,1.0,Afdis Distillers Limited,1739.2638,1739.2638,0.0
6,,,,,
7,2.0,Amalgamated Regional Trading (Art) Holdings Limited,46.3464,46.3464,0.0
8,,,,,
9,,,,,
10,3.0,Ariston Holdings Limited,32.0,32.0,2000.0
11,,,,,
12,4.0,Bridgefort Capital Limited,16.5909,16.5909,0.0
13,,,,,
14,5.0,Bridgefort Capital Limited Class B,33.65,33.65,0.0
15,,,,,
16,6.0,British American Tobacco Zimbabwe Limited,16500.0,16302.5829,3800.0
17,,,,,
18,,,,,
19,7.0,Cafca Limited,2399.6,2399.6,0.0
20,,,,,
21,8.0,Cbz Holdings Limited,805.0682,805.0682,0.0
22,,,,,
23,9.0,Cfi Holdings Limited,2200.0,2200.0,0.0
24,,,,,
25,10.0,Dairibord Holdings Limited,429.966,470.6687,32300.0
26,,,,,
27,11.0,Delta Corporation Limited,1811.7309,1965.7652,104600.0
28,,,,,
29,12.0,Ecocash Holdings Las,9.95,9.95,0.0
30,,,,,
31,13.0,Ecocash Holdings Zimbabwe Limited,134.8452,132.0047,320700.0
32,,,,,
33,14.0,Econet Wireless Limited Las,8.5,8.5,0.0
34,,,,,
35,15.0,Econet Wireless Zimbabwe Limited,499.8069,499.3078,181300.0
36,,,,,
37,16.0,Edgars Stores Limited,102.5778,102.5778,0.0
38,,,,,
39,17.0,Fbc Holdings Limited,800.0,800.0,50800.0
40,,,,,
41,18.0,Fidelity Life Assurance Limited,140.875,140.875,0.0
42,,,,,
43,19.0,First Mutual Holdings Limited,248.0,248.0,0.0
44,,,,,
45,20.0,First Mutual Properties Limited,139.0,139.0,500.0
46,,,,,
47,21.0,General Beltings Holdings Limited,10.0,10.0,0.0
48,,,,,
49,22.0,Hippo Valley Estates Limited,1529.0,1529.0,6800.0
50,,,,,
51,23.0,Mashonaland Holdings Limited,140.0,140.0,0.0
52,,,,,
53,24.0,Masimba Holdings Limited,699.1529,699.9536,45500.0
54,,,,,
55,25.0,Meikles Limited,600.0,620.0,400.0
56,,,,,
57,26.0,Nampak Zimbabwe Limited,200.0,224.0,17100.0
58,,,,,
59,27.0,National Tyre Services Limited,24.7,24.7,0.0
60,,,,,
61,28.0,Nmbz Holdings Limited,220.6757,253.0,900.0
62,,,,,
63,29.0,Ok Zimbabwe Limited,120.4485,124.1308,77200.0
64,,,,,
65,30.0,Proplastics Limited,600.0,600.0,0.0
66,,,,,
67,31.0,Rainbow Tourism Group Limited,138.0,138.0,2400.0
68,,,,,
69,32.0,Riozim Limited,690.0,690.0,0.0
70,,,,,
71,33.0,Seed Co Limited,505.234,510.8788,34900.0
72,,,,,
73,34.0,Starafricacorporation Limited,5.0,5.0,10900.0
74,35.0,Tanganda Tea Company Limited,725.68,799.9751,55600.0
75,,,,,
76,36.0,Truworths Limited,10.0,10.0,0.0
77,,,,,
78,37.0,Tsl Limited,508.0,508.0,0.0
79,,,,,
80,38.0,Turnall Holdings Limited,19.9,21.0,28200.0
81,,,,,
82,39.0,Unifreight Africa Limited,258.75,258.75,0.0
83,,,,,
84,40.0,Willdale Limited,7.8628,7.8628,0.0
85,,,,,
86,41.0,Zb Financial Holdings Limited,552.9412,600.0,1200.0
87,,,,,
88,42.0,Zeco Holdings Limited,0.0331,0.0331,0.0
89,,,,,
90,43.0,Zimbabwe Newspapers (1980) Limited,11.0,11.0,0.0
91,,,,,
92,44.0,Zimre Holdings Limited,86.0,85.6889,13500.0
