,0,1,2,3,4
3,1.0,Afdis Distillers Limited,1900,1900.0,0.0
4,,,,,
5,2.0,Amalgamated Regional Trading (Art) Holdings Limited,45,44.8636,2200.0
6,,,,,
7,,,,,
8,3.0,Ariston Holdings Limited,30.2,29.7656,20500.0
9,,,,,
10,4.0,Bridgefort Capital Limited,17.1,17.1,0.0
11,,,,,
12,5.0,Bridgefort Capital Limited Class B,29.3,29.3,0.0
13,,,,,
14,6.0,British American Tobacco Zimbabwe Limited,16499,16499.0,0.0
15,,,,,
16,,,,,
17,7.0,Cafca Limited,2398.8,2398.8,0.0
18,,,,,
19,8.0,Cbz Holdings Limited,800,802.3659,4100.0
20,,,,,
21,9.0,Cfi Holdings Limited,2200,2200.0,100.0
22,,,,,
23,10.0,Dairibord Holdings Limited,300,300.0498,168000.0
24,,,,,
25,11.0,Delta Corporation Limited,1701.169,1707.212,250400.0
26,,,,,
27,12.0,Ecocash Holdings Zimbabwe Limited,112.9996,112.9759,823100.0
28,,,,,
29,13.0,Econet Wireless Zimbabwe Limited,513.0204,512.9447,335100.0
30,,,,,
31,14.0,Edgars Stores Limited,106.125,103.95,9900.0
32,,,,,
33,15.0,Fbc Holdings Limited,890.9947,859.75,500.0
34,,,,,
35,16.0,Fidelity Life Assurance Limited,105.05,113.25,1200.0
36,,,,,
37,17.0,First Mutual Holdings Limited,180,180.0,200.0
38,,,,,
39,18.0,First Mutual Properties Limited,105,103.0,1700.0
40,,,,,
41,19.0,General Beltings Holdings Limited,11,11.0,0.0
42,,,,,
43,20.0,Getbucks Microfinance Bank Limited,43.7,43.7,0.0
44,,,,,
45,21.0,Hippo Valley Estates Limited,2098.5,2000.308,28000.0
46,,,,,
47,22.0,Mashonaland Holdings Limited,120,122.3257,26100.0
48,,,,,
49,23.0,Masimba Holdings Limited,945.096,920.0,100.0
50,,,,,
51,24.0,Meikles Limited,760.8545,650.6008,322300.0
52,,,,,
53,25.0,Nampak Zimbabwe Limited,122.5,130.0,2900.0
54,,,,,
55,26.0,National Tyre Services Limited,18.5,18.5,0.0
56,,,,,
57,27.0,Nmbz Holdings Limited,160.003,165.3333,3300.0
58,,,,,
59,28.0,Ok Zimbabwe Limited,150.1404,127.831,3031100.0
60,,,,,
61,29.0,Proplastics Limited,439.95,432.2759,2900.0
62,,,,,
63,30.0,Rainbow Tourism Group Limited,133,133.0,500.0
64,,,,,
65,31.0,Riozim Limited,549,549.0,500.0
66,,,,,
67,32.0,Seed Co Limited,1546.291,1544.059,42100.0
68,,,,,
69,33.0,Starafricacorporation Limited,5.5,5.3849,498600.0
70,,,,,
71,34.0,Tanganda Tea Company Limited,1249,1249.0,0.0
72,35.0,Truworths Limited,10.5,10.5,0.0
73,,,,,
74,36.0,Truworths Limited Las,3.9695,3.9695,0.0
75,,,,,
76,37.0,Tsl Limited,610,609.0,25300.0
77,,,,,
78,38.0,Turnall Holdings Limited,13,13.0,1900.0
79,,,,,
80,39.0,Turnall Holdings Limited Las,3.3,3.3,0.0
81,,,,,
82,40.0,Unifreight Africa Limited,204.6,204.65,600.0
83,,,,,
84,41.0,Willdale Limited,18.95,18.915,57200.0
85,,,,,
86,42.0,Zb Financial Holdings Limited,747,747.0,0.0
87,,,,,
88,43.0,Zeco Holdings Limited,0.0331,0.0331,0.0
89,,,,,
90,44.0,Zimbabwe Newspapers (1980) Limited,10,10.0,0.0
91,,,,,
92,45.0,Zimre Holdings Limited,70,69.1429,3500.0
