,0,1,2,3,4
3,,EQUITIES,EQUITIES,,
4,,,,,
5,1.0,Afdis Distillers Limited,260.2,260.25,1000.0
6,,,,,
7,2.0,African Sun Limited,24.1622,24.4431,10100.0
8,,,,,
9,3.0,Amalgamated Regional Trading (Art) Holdings Limited,13.1005,11.3333,1500.0
10,,,,,
11,,,,,
12,4.0,Ariston Holdings Limited,3.4,3.815,146000.0
13,,,,,
14,5.0,Axia Corporation Limited,86.6174,99.57,59400.0
15,,,,,
16,6.0,Bridgefort Capital Limited,8,8.0,0.0
17,,,,,
18,7.0,Bridgefort Capital Limited Class B,26,26.0,0.0
19,,,,,
20,8.0,British American Tobacco Zimbabwe Limited,2875,2800.0,700.0
21,,,,,
22,,,,,
23,9.0,Cafca Limited,200.05,200.05,0.0
24,,,,,
25,10.0,Cbz Holdings Limited,124,124.0232,23700.0
26,,,,,
27,11.0,Cfi Holdings Limited,358,358.0,0.0
28,,,,,
29,12.0,Dairibord Holdings Limited,31.45,31.45,0.0
30,,,,,
31,13.0,Delta Corporation Limited,251.7709,265.3578,311000.0
32,,,,,
33,14.0,Ecocash Holdings Zimbabwe Limited,35.4575,35.9391,17900.0
34,,,,,
35,15.0,Econet Wireless Zimbabwe Limited,75.4877,75.0038,1966700.0
36,,,,,
37,16.0,Edgars Stores Limited,9,9.0952,18600.0
38,,,,,
39,17.0,Fbc Holdings Limited,62.5171,62.5171,0.0
40,,,,,
41,18.0,Fidelity Life Assurance Limited,22.65,22.65,100.0
42,,,,,
43,19.0,First Capital Bank Limited,10.9288,10.3628,177600.0
44,,,,,
45,20.0,First Mutual Holdings Limited,24,24.0,0.0
46,,,,,
47,21.0,First Mutual Properties Limited,10,11.5,3000.0
48,,,,,
49,22.0,General Beltings Holdings Limited,1.7025,1.7025,0.0
50,,,,,
51,23.0,Getbucks Microfinance Bank Limited,21.8,21.8,0.0
52,,,,,
53,24.0,Hippo Valley Estates Limited,170.05,170.0516,118900.0
54,,,,,
55,25.0,Innscor Africa Limited,353.4693,363.8186,23600.0
56,,,,,
57,26.0,Lafarge Cement Zimbabwe Limited,143.75,143.75,0.0
58,,,,,
59,27.0,Mashonaland Holdings Limited,17,17.0,0.0
60,,,,,
61,28.0,Masimba Holdings Limited,75,75.0,100.0
62,,,,,
63,29.0,Meikles Limited,102,102.0,0.0
64,,,,,
65,30.0,Nampak Zimbabwe Limited,8,8.0,600.0
66,,,,,
67,31.0,National Tyre Services Limited,10.2,10.2,0.0
68,,,,,
69,32.0,Nmbz Holdings Limited,30,33.3724,2900.0
70,,,,,
71,33.0,Ok Zimbabwe Limited,27.9757,30.0058,638800.0
72,,,,,
73,34.0,Proplastics Limited,25,25.0,393200.0
74,35.0,Rainbow Tourism Group Limited,7.71,7.71,0.0
75,,,,,
76,36.0,Riozim Limited,140,140.05,100.0
77,,,,,
78,37.0,Seed Co Limited,72.1,69.1093,28000.0
79,,,,,
80,38.0,Starafricacorporation Limited,1.4506,1.4087,311600.0
81,,,,,
82,39.0,Tanganda Tea Company Limited,85.2424,87.0,10600.0
83,,,,,
84,40.0,Truworths Limited,2.75,2.75,0.0
85,,,,,
86,41.0,Tsl Limited,42.4509,42.45,11300.0
87,,,,,
88,42.0,Turnall Holdings Limited,3.9475,3.9475,0.0
89,,,,,
90,43.0,Unifreight Africa Limited,51.55,51.65,200.0
91,,,,,
92,44.0,Willdale Limited,1.66,1.66,0.0
93,,,,,
94,45.0,Zb Financial Holdings Limited,112.95,112.95,0.0
95,,,,,
96,46.0,Zeco Holdings Limited,0.0331,0.0331,0.0
97,,,,,
98,47.0,Zimbabwe Newspapers (1980) Limited,2.4129,2.4129,0.0
99,,,,,
100,48.0,Zimplow Holdings Limited,16.5067,16.0,2400.0
101,,,,,
102,49.0,Zimre Holdings Limited,4,4.0,7400.0
