,0,1,2,3,4
3,,,,,
4,EQUITIES,,,,
5,,,,,
6,Afdis Distillers Limited,225,225,95900,
7,,,,,
8,Amalgamated Regional Trading (Art) Holdings Limited,8.9,8.11,500,
9,,,,,
10,,,,,
11,Ariston Holdings Limited,4,4,0,
12,,,,,
13,Bridgefort Capital Limited,1.4007,1.4007,0,
14,,,,,
15,Bridgefort Capital Limited Class B,1.3207,1.3207,0,
16,,,,,
17,British American Tobacco Zimbabwe Limited,2482.4583,2482.4583,0,
18,,,,,
19,,,,,
20,Cafca Limited,621.3121,621.3121,0,
21,,,,,
22,Cbz Holdings Limited,360.0341,360.0625,400,
23,,,,,
24,Cfi Holdings Limited,140.05,140.05,0,
25,,,,,
26,Dairibord Holdings Limited,56.55,56.55,0,
27,,,,,
28,Delta Corporation Limited,731.9193,739.7199,149200,
29,,,,,
30,Ecocash Holdings Zimbabwe Limited,16.3507,17.6395,11400,
31,,,,,
32,Econet Wireless Zimbabwe Limited,180.4082,206.4485,591100,
33,,,,,
34,Fbc Holdings Limited,183.45,183.45,0,
35,,,,,
36,Fidelity Life Assurance Limited,66.002,66.002,0,
37,,,,,
38,First Mutual Holdings Limited,200,200,0,
39,,,,,
40,First Mutual Properties Limited,36.1479,36.1479,0,
41,,,,,
42,General Beltings Holdings Limited,5,5,7900,
43,,,,,
44,Hippo Valley Estates Limited,400,340,1000,
45,,,,,
46,Mashonaland Holdings Limited,13.55,13.692,72600,
47,,,,,
48,Masimba Holdings Limited,154,154,200,
49,,,,,
50,Meikles Limited,254.8088,254.8088,0,
51,,,,,
52,Nampak Zimbabwe Limited,40,38,2700,
53,,,,,
54,National Tyre Services Limited,12.8064,12.8064,0,
55,,,,,
56,Nmbz Holdings Limited,173.25,173.25,28400,
57,,,,,
58,Ok Zimbabwe Limited,45,38.297,115000,
59,,,,,
60,Proplastics Limited,41.9308,43.55,1000,
61,,,,,
62,Rainbow Tourism Group Limited,21.25,21.25,4800,
63,,,,,
64,Riozim Limited,63,63,0,
65,,,,,
66,Seed Co Limited,170.05,170.05,9700,
67,,,,,
68,Starafricacorporation Limited,0.7257,0.8196,11500,
69,,,,,
70,Tanganda Tea Company Limited,185.25,170,900,
71,,,,,
72,Tsl Limited,106.5,106.5,0,
73,,,,,
74,Turnall Holdings Limited,2.7,2.71,5200,
75,,,,,
76,Unifreight Africa Limited,26,26,0,
77,Willdale Limited,4,4,0,
78,,,,,
79,Zb Financial Holdings Limited,185,190,500,
80,,,,,
81,Zeco Holdings Limited,0.0018,0.0018,0,
82,,,,,
83,Zimbabwe Newspapers (1980) Limited,3.96,3.96,0,
84,,,,,
85,Zimre Holdings Limited,36.76,36.0346,5200,
86,,,,1115100,
87,,,,,
88,,,,1115100,
89,,,,,
90,,,,,
91,,,,,
92,,,,,
93,,,,,
94,,,,,
95,,,,,
96,,,,,
97,,,,,
98,,,,,
99,,,,,
100,,,,,
101,,,,,
102,,,,,
103,,,,,
104,,,,,
105,,,,,
106,,,,,
107,,,,,
108,,,,,
109,,,,,
110,,,,,
111,,,,,
112,,,,,
113,,,,,
114,,,,,
115,,,,,
116,,,,,
117,,,,,
118,,,,,
119,,,,,
120,,,,,
121,,,,,
122,,,,,
123,,,,,
124,,,,,
125,,,,,
126,,,,,
127,,,,,
128,,,,,
129,,,,,
130,,,,,
131,,,,,
132,,,,,
133,,,,,
134,,,,,
135,,,,,
136,,,,,
137,,,,,
138,,,,,
139,,,,,
140,,,,,
141,,,,,
142,,,,,
143,,,,,
144,,,,,
145,,,,,
146,,,,,
147,,,,,
148,,,,,
149,,,,,
150,,,,,
151,,,,,
152,,,,,
153,,,,,
154,,,,,
155,,,,,
156,,,,,
157,,,,,
158,,,,,
159,,,,,
160,,,,,
161,,,,,
162,,,,,
163,,,,,
164,,,,,
165,,,,,
166,,,,,
167,,,,,
168,,,,,
169,,,,,
