,0,1,2,3
3,EQUITIES,,,
4,,,,
5,Afdis Distillers Limited,1283.4,1238.4493,140300.0
6,,,,
7,Amalgamated Regional Trading (Art) Holdings Limited,41.0,42.0,7800.0
8,,,,
9,,,,
10,Ariston Holdings Limited,17.4094,15.0214,31449200.0
11,,,,
12,Bridgefort Capital Limited,13.25,13.25,0.0
13,,,,
14,Bridgefort Capital Limited Class B,29.3,29.3,0.0
15,,,,
16,British American Tobacco Zimbabwe Limited,8220.3,9437.6772,110000.0
17,,,,
18,,,,
19,Cafca Limited,502.55,502.55,0.0
20,,,,
21,Cbz Holdings Limited,1617.3968,1860.0,100.0
22,,,,
23,Cfi Holdings Limited,1274.2429,1274.2429,0.0
24,,,,
25,Dairibord Holdings Limited,480.0,552.0,2900.0
26,,,,
27,Delta Corporation Limited,4163.1,4076.9175,4255800.0
28,,,,
29,Ecocash Holdings Zimbabwe Limited,168.467,179.6804,337000.0
30,,,,
31,Econet Wireless Zimbabwe Limited,857.4695,983.1549,16300.0
32,,,,
33,Edgars Stores Limited,75.35,75.0,4100.0
34,,,,
35,Fbc Holdings Limited,247.4853,269.5934,769200.0
36,,,,
37,Fidelity Life Assurance Limited,63.0,63.0,0.0
38,,,,
39,First Mutual Holdings Limited,75.0,75.0,0.0
40,,,,
41,First Mutual Properties Limited,59.7283,59.7283,0.0
42,,,,
43,General Beltings Holdings Limited,4.5814,4.5814,0.0
44,,,,
45,Getbucks Microfinance Bank Limited,32.8333,32.8333,0.0
46,,,,
47,Hippo Valley Estates Limited,2116.6667,2434.15,24900.0
48,,,,
49,Mashonaland Holdings Limited,71.4839,80.0,14800.0
50,,,,
51,Masimba Holdings Limited,419.9,419.9,0.0
52,,,,
53,Meikles Limited,2033.15,2033.15,1300.0
54,,,,
55,Nampak Zimbabwe Limited,45.05,45.05,0.0
56,,,,
57,National Tyre Services Limited,16.1,16.1,0.0
58,,,,
59,Nmbz Holdings Limited,132.25,132.25,0.0
60,,,,
61,Ok Zimbabwe Limited,253.6067,291.5625,161400.0
62,,,,
63,Proplastics Limited,436.95,448.7,1000.0
64,,,,
65,Rainbow Tourism Group Limited,76.8682,79.7653,7200.0
66,,,,
67,Riozim Limited,320.0,368.0,500.0
68,,,,
69,Seed Co Limited,1871.5621,1871.6,92600.0
70,,,,
71,Starafricacorporation Limited,6.16,6.16,291400.0
72,,,,
73,Tanganda Tea Company Limited,1271.8598,1462.6,27300.0
74,Truworths Limited,7.9,7.91,5000.0
75,,,,
76,Tsl Limited,574.4966,660.65,2000.0
77,,,,
78,Turnall Holdings Limited,10.05,10.05,0.0
79,,,,
80,Unifreight Africa Limited,140.0,140.0,0.0
81,,,,
82,Willdale Limited,7.9347,9.0,30000.0
83,,,,
84,Zb Financial Holdings Limited,555.45,638.75,100.0
85,,,,
86,Zeco Holdings Limited,0.0331,0.0331,0.0
87,,,,
88,Zimbabwe Newspapers (1980) Limited,8.6071,7.32,500.0
89,,,,
90,Zimplow Holdings Limited,100.0,100.0,2500.0
91,,,,
92,Zimre Holdings Limited,38.3641,43.4142,40100.0
93,,,,37795300.0
94,,,,
95,,,,37795300.0
