,0,1,2,3
3,EQUITIES,,,
4,,,,
5,Afdis Distillers Limited,1940.9091,1940.95,100.0
6,,,,
7,Amalgamated Regional Trading (Art) Holdings Limited,55.0,55.0,0.0
8,,,,
9,,,,
10,Ariston Holdings Limited,20.5,21.1625,400.0
11,,,,
12,Bridgefort Capital Limited,13.25,15.2,28500.0
13,,,,
14,Bridgefort Capital Limited Class B,29.3,29.3,0.0
15,,,,
16,British American Tobacco Zimbabwe Limited,9340.3,9400.0,300.0
17,,,,
18,,,,
19,Cafca Limited,664.55,764.2,100.0
20,,,,
21,Cbz Holdings Limited,3445.0,3445.0,0.0
22,,,,
23,Cfi Holdings Limited,2562.8,2562.8,0.0
24,,,,
25,Dairibord Holdings Limited,552.0,550.0,1200.0
26,,,,
27,Delta Corporation Limited,2932.6443,2957.6432,1246300.0
28,,,,
29,Ecocash Holdings Zimbabwe Limited,185.2411,184.635,25000.0
30,,,,
31,Econet Wireless Zimbabwe Limited,861.5783,860.0849,190100.0
32,,,,
33,Edgars Stores Limited,102.5,103.0,200.0
34,,,,
35,Fbc Holdings Limited,824.4,948.0054,46000.0
36,,,,
37,Fidelity Life Assurance Limited,63.0,63.0,0.0
38,,,,
39,First Mutual Holdings Limited,70.0003,70.2162,3700.0
40,,,,
41,First Mutual Properties Limited,105.0,105.0,0.0
42,,,,
43,General Beltings Holdings Limited,5.7325,5.7325,0.0
44,,,,
45,Getbucks Microfinance Bank Limited,33.5,33.5,0.0
46,,,,
47,Hippo Valley Estates Limited,2516.6667,2501.25,800.0
48,,,,
49,Mashonaland Holdings Limited,100.6933,109.998,21347600.0
50,,,,
51,Masimba Holdings Limited,421.0,421.0,0.0
52,,,,
53,Meikles Limited,1785.0,1520.0,800.0
54,,,,
55,Nampak Zimbabwe Limited,55.0,55.0,0.0
56,,,,
57,National Tyre Services Limited,18.5,18.5,0.0
58,,,,
59,Nmbz Holdings Limited,165.0,165.0,0.0
60,,,,
61,Ok Zimbabwe Limited,267.9735,227.8016,134700.0
62,,,,
63,Proplastics Limited,460.0,450.0,100.0
64,,,,
65,Rainbow Tourism Group Limited,79.6111,79.65,1600.0
66,,,,
67,Riozim Limited,423.2,423.2,0.0
68,,,,
69,Seed Co Limited,2079.8974,2038.8611,14400.0
70,,,,
71,Starafricacorporation Limited,5.1251,4.6115,164700.0
72,,,,
73,Tanganda Tea Company Limited,1449.2667,1299.6922,51200.0
74,Truworths Limited,9.1,9.1,0.0
75,,,,
76,Tsl Limited,750.0,750.0,0.0
77,,,,
78,Turnall Holdings Limited,11.5,11.5,0.0
79,,,,
80,Unifreight Africa Limited,150.0,172.0,200.0
81,,,,
82,Willdale Limited,14.0,14.0,3400.0
83,,,,
84,Zb Financial Holdings Limited,650.0,650.0,0.0
85,,,,
86,Zeco Holdings Limited,0.0331,0.0331,0.0
87,,,,
88,Zimbabwe Newspapers (1980) Limited,9.0,9.0,0.0
89,,,,
90,Zimplow Holdings Limited,120.0,129.7308,2600.0
91,,,,
92,Zimre Holdings Limited,71.0136,80.0,1300.0
93,,,,23265300.0
94,,,,
95,,,,23265300.0
