,0,1,2,3
3,EQUITIES,,,
4,,,,
5,Afdis Distillers Limited,970.0,970.0,0.0
6,,,,
7,Amalgamated Regional Trading (Art) Holdings Limited,39.65,39.65,0.0
8,,,,
9,,,,
10,Ariston Holdings Limited,15.7502,15.75,3000.0
11,,,,
12,Bridgefort Capital Limited,11.55,11.55,0.0
13,,,,
14,Bridgefort Capital Limited Class B,29.3,29.3,0.0
15,,,,
16,British American Tobacco Zimbabwe Limited,5406.25,5406.25,0.0
17,,,,
18,,,,
19,Cafca Limited,437.0379,437.0379,0.0
20,,,,
21,Cbz Holdings Limited,608.35,608.35,0.0
22,,,,
23,Cfi Holdings Limited,933.55,933.55,0.0
24,,,,
25,Dairibord Holdings Limited,318.0,318.0,0.0
26,,,,
27,Delta Corporation Limited,2322.2915,2329.951,50700.0
28,,,,
29,Ecocash Holdings Zimbabwe Limited,134.9257,135.0004,109200.0
30,,,,
31,Econet Wireless Zimbabwe Limited,607.0623,681.3902,4100.0
32,,,,
33,Edgars Stores Limited,56.0,50.0,2400.0
34,,,,
35,Fbc Holdings Limited,215.0,215.0,0.0
36,,,,
37,Fidelity Life Assurance Limited,63.0,63.0,0.0
38,,,,
39,First Mutual Holdings Limited,50.25,50.25,0.0
40,,,,
41,First Mutual Properties Limited,42.0,42.0,100.0
42,,,,
43,General Beltings Holdings Limited,4.085,4.0875,3100.0
44,,,,
45,Getbucks Microfinance Bank Limited,33.0269,33.0269,0.0
46,,,,
47,Hippo Valley Estates Limited,1500.0,1500.0,2000.0
48,,,,
49,Mashonaland Holdings Limited,49.7,51.0045,33179400.0
50,,,,
51,Masimba Holdings Limited,342.1,342.1,0.0
52,,,,
53,Meikles Limited,999.8197,1143.1572,73800.0
54,,,,
55,Nampak Zimbabwe Limited,40.0,40.0,100.0
56,,,,
57,National Tyre Services Limited,16.1,16.1,0.0
58,,,,
59,Nmbz Holdings Limited,108.7854,100.0,200.0
60,,,,
61,Ok Zimbabwe Limited,168.5706,189.8141,208800.0
62,,,,
63,Proplastics Limited,383.0,383.0,600.0
64,,,,
65,Rainbow Tourism Group Limited,50.7097,50.7097,0.0
66,,,,
67,Riozim Limited,253.0,253.0,0.0
68,,,,
69,Seed Co Limited,647.5862,741.8368,3800.0
70,,,,
71,Starafricacorporation Limited,3.8468,4.0328,32900.0
72,,,,
73,Tanganda Tea Company Limited,730.0165,824.1521,60000.0
74,Truworths Limited,6.6,6.9,70900.0
75,,,,
76,Tsl Limited,241.5,277.7,2000.0
77,,,,
78,Turnall Holdings Limited,10.0,10.0,0.0
79,,,,
80,Unifreight Africa Limited,113.0,113.0,0.0
81,,,,
82,Willdale Limited,5.5,5.5,0.0
83,,,,
84,Zb Financial Holdings Limited,209.9,209.9,29000.0
85,,,,
86,Zeco Holdings Limited,0.0331,0.0331,0.0
87,,,,
88,Zimbabwe Newspapers (1980) Limited,8.67,9.97,100.0
89,,,,
90,Zimplow Holdings Limited,85.6492,85.0,10400.0
91,,,,
92,Zimre Holdings Limited,20.0,23.0,2000.0
93,,,,33848600.0
94,,,,
95,,,,33848600.0
