Name,Opening_Price,Closing_Price,Volume_Traded
1.0,2600.0,0.0,100.0
2.0,64.0,0.0,0.0
3.0,40.0,0.0,0.0
4.0,17.0,0.0,0.0
5.0,33.65,0.0,0.0
6.0,12985.0,0.0,0.0
7.0,2909.5,0.0,0.0
8.0,2760.049,0.0486,81400.0
9.0,1900.0,0.0,0.0
10.0,624.0,0.0,26800.0
11.0,3421.391,-72.5309,354800.0
12.0,120.2874,-19.2812,1379000.0
13.0,708.7512,-10.5556,108900.0
14.0,90.0,0.0,0.0
15.0,937.8193,-13.4357,746300.0
16.0,235.0,0.0,0.0
17.0,1049.95,0.0,0.0
18.0,276.0,0.0,0.0
19.0,22.8,0.0,4800.0
20.0,1857.17,2.1698,10600.0
21.0,143.0,0.0,0.0
22.0,810.0,0.0,18200.0
23.0,1300.0,0.0,0.0
24.0,295.0,-3.0,500.0
25.0,24.7,0.0,0.0
26.0,577.3,0.0,0.0
27.0,195.1139,-0.1239,126000.0
28.0,594.5473,-11.3535,1995700.0
29.0,156.0,0.0,0.0
30.0,800.0,0.0,0.0
31.0,801.4797,-11.5744,36900.0
32.0,4.7876,-0.0017,72400.0
33.0,956.5253,0.0,0.0
34.0,38.0,0.0,0.0
35.0,1100.0,0.0,0.0
36.0,34.8345,8.8345,35100.0
37.0,250.0,0.0,200.0
38.0,46.0,6.0,5200.0
39.0,850.0,0.0,0.0
40.0,0.04,0.0,0.0
41.0,32.2,0.0,0.0
42.0,180.0,-2.5508,1400.0
