,0,1,2,3,4
3,,EQUITIES,EQUITIES,,
4,,,,,
5,1.0,Afdis Distillers Limited,261.6667,261.6667,0.0
6,,,,,
7,2.0,African Sun Limited,24.03,24.4064,9400.0
8,,,,,
9,3.0,Amalgamated Regional Trading (Art) Holdings Limited,15.4,15.4,0.0
10,,,,,
11,,,,,
12,4.0,Ariston Holdings Limited,3.4329,3.4099,85800.0
13,,,,,
14,5.0,Axia Corporation Limited,67.0984,67.0268,4100.0
15,,,,,
16,6.0,Bridgefort Capital Limited,8,8.0,0.0
17,,,,,
18,7.0,Bridgefort Capital Limited Class B,26,26.0,0.0
19,,,,,
20,8.0,British American Tobacco Zimbabwe Limited,2990,2890.0,100.0
21,,,,,
22,,,,,
23,9.0,Cafca Limited,200.05,200.05,0.0
24,,,,,
25,10.0,Cbz Holdings Limited,124,123.95,3100.0
26,,,,,
27,11.0,Cfi Holdings Limited,358,358.0,0.0
28,,,,,
29,12.0,Dairibord Holdings Limited,37.0096,37.0,4000.0
30,,,,,
31,13.0,Delta Corporation Limited,244.9524,244.5576,336400.0
32,,,,,
33,14.0,Ecocash Holdings Zimbabwe Limited,35.8426,35.8538,5200.0
34,,,,,
35,15.0,Econet Wireless Zimbabwe Limited,74.6722,74.0654,1011100.0
36,,,,,
37,16.0,Edgars Stores Limited,8,8.05,209100.0
38,,,,,
39,17.0,Fbc Holdings Limited,62.9,62.9,0.0
40,,,,,
41,18.0,Fidelity Life Assurance Limited,22.65,22.65,0.0
42,,,,,
43,19.0,First Capital Bank Limited,10.5521,10.0179,3900.0
44,,,,,
45,20.0,First Mutual Holdings Limited,24,24.0,0.0
46,,,,,
47,21.0,First Mutual Properties Limited,10,10.0,200.0
48,,,,,
49,22.0,General Beltings Holdings Limited,1.8,1.8,200.0
50,,,,,
51,23.0,Getbucks Microfinance Bank Limited,21.8,21.8,0.0
52,,,,,
53,24.0,Hippo Valley Estates Limited,199,170.05,1000.0
54,,,,,
55,25.0,Innscor Africa Limited,345.0419,344.58,121000.0
56,,,,,
57,26.0,Lafarge Cement Zimbabwe Limited,143.75,143.75,0.0
58,,,,,
59,27.0,Mashonaland Holdings Limited,17.5405,17.25,3900.0
60,,,,,
61,28.0,Masimba Holdings Limited,75.05,75.05,0.0
62,,,,,
63,29.0,Meikles Limited,101,101.0,449900.0
64,,,,,
65,30.0,Nampak Zimbabwe Limited,8,8.0,0.0
66,,,,,
67,31.0,National Foods Holdings Limited,1103.436,1125.05,17600.0
68,,,,,
69,32.0,National Tyre Services Limited,12,10.2,12400.0
70,,,,,
71,33.0,Nmbz Holdings Limited,30,30.0,0.0
72,,,,,
73,34.0,Ok Zimbabwe Limited,28.2573,26.1763,29500.0
74,35.0,Proplastics Limited,26,26.0,18900.0
75,,,,,
76,36.0,Rainbow Tourism Group Limited,7.9262,7.9,1900.0
77,,,,,
78,37.0,Riozim Limited,140,140.0,20000.0
79,,,,,
80,38.0,Seed Co Limited,75,75.0916,228200.0
81,,,,,
82,39.0,Starafricacorporation Limited,1.4133,1.4,2600.0
83,,,,,
84,40.0,Tanganda Tea Company Limited,80.5,80.5,0.0
85,,,,,
86,41.0,Truworths Limited,2.42,2.75,100.0
87,,,,,
88,42.0,Tsl Limited,40.15,42.4509,28500.0
89,,,,,
90,43.0,Turnall Holdings Limited,3.9454,3.9475,400.0
91,,,,,
92,44.0,Unifreight Africa Limited,45.025,51.55,100.0
93,,,,,
94,45.0,Willdale Limited,1.9525,1.9525,9000.0
95,,,,,
96,46.0,Zb Financial Holdings Limited,113,112.95,140000.0
97,,,,,
98,47.0,Zeco Holdings Limited,0.0331,0.0331,0.0
99,,,,,
100,48.0,Zimbabwe Newspapers (1980) Limited,2.4129,2.4129,0.0
101,,,,,
102,49.0,Zimplow Holdings Limited,16.9,16.9,0.0
103,,,,,
104,50.0,Zimre Holdings Limited,4.4511,4.45,1600.0
