,0,1,2,3,4
3,,EQUITIES,,,
4,,,,,
5,1.0,Afdis Distillers Limited,2000.15,2000.15,0.0
6,,,,,
7,2.0,Amalgamated Regional Trading (Art) Holdings Limited,55.0,55.0,0.0
8,,,,,
9,,,,,
10,3.0,Ariston Holdings Limited,30.4,30.4,1749600.0
11,,,,,
12,4.0,Bridgefort Capital Limited,16.5909,16.5909,0.0
13,,,,,
14,5.0,Bridgefort Capital Limited Class B,33.65,33.65,0.0
15,,,,,
16,6.0,British American Tobacco Zimbabwe Limited,13500.0,13999.95,1000.0
17,,,,,
18,,,,,
19,7.0,Cafca Limited,2350.0,2000.0,200.0
20,,,,,
21,8.0,Cbz Holdings Limited,1963.75,1950.0,11600.0
22,,,,,
23,9.0,Cfi Holdings Limited,2000.0,2000.0,0.0
24,,,,,
25,10.0,Dairibord Holdings Limited,539.95,539.9503,141800.0
26,,,,,
27,11.0,Delta Corporation Limited,3087.409,3378.6229,173100.0
28,,,,,
29,12.0,Ecocash Holdings Zimbabwe Limited,137.0,137.0,4800.0
30,,,,,
31,13.0,Econet Wireless Zimbabwe Limited,499.6371,500.1618,929400.0
32,,,,,
33,14.0,Edgars Stores Limited,84.0083,84.0083,0.0
34,,,,,
35,15.0,Fbc Holdings Limited,745.0,735.0,3000.0
36,,,,,
37,16.0,Fidelity Life Assurance Limited,158.5714,158.5714,0.0
38,,,,,
39,17.0,First Mutual Holdings Limited,584.7297,660.0,900.0
40,,,,,
41,18.0,First Mutual Properties Limited,147.4,157.65,64900.0
42,,,,,
43,19.0,General Beltings Holdings Limited,17.25,17.25,0.0
44,,,,,
45,20.0,Hippo Valley Estates Limited,2000.0,2000.0,24600.0
46,,,,,
47,21.0,Mashonaland Holdings Limited,140.0,140.0007,861500.0
48,,,,,
49,22.0,Masimba Holdings Limited,805.0,810.2435,65700.0
50,,,,,
51,23.0,Meikles Limited,954.9153,954.7541,6100.0
52,,,,,
53,24.0,Nampak Zimbabwe Limited,335.2284,335.2284,0.0
54,,,,,
55,25.0,National Tyre Services Limited,24.7,24.7,0.0
56,,,,,
57,26.0,Nmbz Holdings Limited,399.5501,405.05,100.0
58,,,,,
59,27.0,Ok Zimbabwe Limited,161.6,161.3276,364000.0
60,,,,,
61,28.0,Proplastics Limited,612.0,611.95,49600.0
62,,,,,
63,29.0,Rainbow Tourism Group Limited,130.0,130.0,300.0
64,,,,,
65,30.0,Riozim Limited,690.0,740.0,200.0
66,,,,,
67,31.0,Seed Co Limited,881.7949,1010.0,100.0
68,,,,,
69,32.0,Starafricacorporation Limited,4.8536,4.9353,134500.0
70,,,,,
71,33.0,Tanganda Tea Company Limited,950.9851,950.0,100.0
72,,,,,
73,34.0,Truworths Limited,38.0,37.9529,8500.0
74,,,,,
75,35.0,Tsl Limited,595.55,684.85,200.0
76,36.0,Turnall Holdings Limited,25.6658,26.15,4000.0
77,,,,,
78,37.0,Unifreight Africa Limited,258.0,258.0,0.0
79,,,,,
80,38.0,Willdale Limited,23.7157,24.0,10400.0
81,,,,,
82,39.0,Zb Financial Holdings Limited,880.0,880.0,200.0
83,,,,,
84,40.0,Zeco Holdings Limited,0.0331,0.0331,0.0
85,,,,,
86,41.0,Zimbabwe Newspapers (1980) Limited,16.65,19.15,1000.0
87,,,,,
88,42.0,Zimre Holdings Limited,123.9,123.95,3900.0
