,0,1,2,3,4
3,,EQUITIES,EQUITIES,,
4,,,,,
5,1.0,Afdis Distillers Limited,265,264.95,1400.0
6,,,,,
7,2.0,African Sun Limited,23.75,23.75,1000.0
8,,,,,
9,3.0,Amalgamated Regional Trading (Art) Holdings Limited,15.4,15.4,0.0
10,,,,,
11,,,,,
12,4.0,Ariston Holdings Limited,3.6143,3.6543,7800.0
13,,,,,
14,5.0,Axia Corporation Limited,64.0475,64.1273,56100.0
15,,,,,
16,6.0,Bridgefort Capital Limited,8,8.0,0.0
17,,,,,
18,7.0,Bridgefort Capital Limited Class B,26,26.0,0.0
19,,,,,
20,8.0,British American Tobacco Zimbabwe Limited,3100,3100.0,0.0
21,,,,,
22,,,,,
23,9.0,Cafca Limited,200.05,200.05,0.0
24,,,,,
25,10.0,Cbz Holdings Limited,125,128.0475,22100.0
26,,,,,
27,11.0,Cfi Holdings Limited,358,358.0,0.0
28,,,,,
29,12.0,Dairibord Holdings Limited,39.9656,40.0,100.0
30,,,,,
31,13.0,Delta Corporation Limited,241.0082,244.2186,333600.0
32,,,,,
33,14.0,Ecocash Holdings Zimbabwe Limited,35.5496,35.9699,199500.0
34,,,,,
35,15.0,Econet Wireless Zimbabwe Limited,72.0418,72.6298,101600.0
36,,,,,
37,16.0,Edgars Stores Limited,9,9.0,1600.0
38,,,,,
39,17.0,Fbc Holdings Limited,62.9,62.9,0.0
40,,,,,
41,18.0,Fidelity Life Assurance Limited,22.65,22.65,0.0
42,,,,,
43,19.0,First Capital Bank Limited,10.3234,9.7853,26800.0
44,,,,,
45,20.0,First Mutual Holdings Limited,23,24.0,1800.0
46,,,,,
47,21.0,First Mutual Properties Limited,10,10.0,218400.0
48,,,,,
49,22.0,General Beltings Holdings Limited,1.8,1.8,0.0
50,,,,,
51,23.0,Getbucks Microfinance Bank Limited,19,19.0,0.0
52,,,,,
53,24.0,Hippo Valley Estates Limited,200.055,200.0465,7100.0
54,,,,,
55,25.0,Innscor Africa Limited,346.3621,346.9767,107100.0
56,,,,,
57,26.0,Lafarge Cement Zimbabwe Limited,125,125.0,0.0
58,,,,,
59,27.0,Mashonaland Holdings Limited,22.0335,21.0984,148100.0
60,,,,,
61,28.0,Masimba Holdings Limited,75,70.0,500.0
62,,,,,
63,29.0,Meikles Limited,101.0403,101.0403,0.0
64,,,,,
65,30.0,Nampak Zimbabwe Limited,8,8.0,0.0
66,,,,,
67,31.0,National Foods Holdings Limited,1103.436,1103.436,0.0
68,,,,,
69,32.0,National Tyre Services Limited,12,12.0,0.0
70,,,,,
71,33.0,Nmbz Holdings Limited,30,30.0,0.0
72,,,,,
73,34.0,Ok Zimbabwe Limited,28.168,28.646,253200.0
74,35.0,Proplastics Limited,25,25.0,0.0
75,,,,,
76,36.0,Rainbow Tourism Group Limited,7.92,7.9259,4400.0
77,,,,,
78,37.0,Riozim Limited,140,140.0,0.0
79,,,,,
80,38.0,Seed Co Limited,73.0508,73.0508,0.0
81,,,,,
82,39.0,Starafricacorporation Limited,1.4175,1.4328,42500.0
83,,,,,
84,40.0,Tanganda Tea Company Limited,81.1159,81.1159,0.0
85,,,,,
86,41.0,Truworths Limited,2.42,2.42,0.0
87,,,,,
88,42.0,Tsl Limited,40.2,40.2,0.0
89,,,,,
90,43.0,Turnall Holdings Limited,4,4.0,0.0
91,,,,,
92,44.0,Unifreight Africa Limited,45.025,45.025,0.0
93,,,,,
94,45.0,Willdale Limited,1.9525,1.9525,0.0
95,,,,,
96,46.0,Zb Financial Holdings Limited,113.95,113.0,5000.0
97,,,,,
98,47.0,Zeco Holdings Limited,0.0331,0.0331,0.0
99,,,,,
100,48.0,Zimbabwe Newspapers (1980) Limited,2.8,2.8,0.0
101,,,,,
102,49.0,Zimplow Holdings Limited,16.8022,16.85,400.0
103,,,,,
104,50.0,Zimre Holdings Limited,4.45,4.4379,30900.0
