,0,1,2,3
3,EQUITIES,,,
4,,,,
5,Afdis Distillers Limited,718.75,750.0,600.0
6,,,,
7,Amalgamated Regional Trading (Art) Holdings Limited,19.5,22.4,8600.0
8,,,,
9,,,,
10,Ariston Holdings Limited,4.5,4.3813,4600.0
11,,,,
12,Bridgefort Capital Limited,1.5,1.5,0.0
13,,,,
14,Bridgefort Capital Limited Class B,2.64,2.64,0.0
15,,,,
16,British American Tobacco Zimbabwe Limited,4000.0,4531.6498,21700.0
17,,,,
18,,,,
19,Cafca Limited,1500.0,1500.0,0.0
20,,,,
21,Cbz Holdings Limited,1398.7212,1398.7212,0.0
22,,,,
23,Cfi Holdings Limited,212.9,212.9,0.0
24,,,,
25,Dairibord Holdings Limited,294.95,290.0,4200.0
26,,,,
27,Delta Corporation Limited,1394.9972,1393.6842,44100.0
28,,,,
29,Ecocash Holdings Zimbabwe Limited,44.0099,42.0016,3648200.0
30,,,,
31,Econet Wireless Zimbabwe Limited,354.8101,350.0131,47400.0
32,,,,
33,Fbc Holdings Limited,497.3667,497.3667,0.0
34,,,,
35,Fidelity Life Assurance Limited,120.25,120.25,0.0
36,,,,
37,First Mutual Holdings Limited,200.0,200.0,0.0
38,,,,
39,First Mutual Properties Limited,41.5323,42.0,1300.0
40,,,,
41,General Beltings Holdings Limited,5.5,5.5,10000.0
42,,,,
43,Hippo Valley Estates Limited,899.9641,899.9641,0.0
44,,,,
45,Mashonaland Holdings Limited,59.05,59.0508,550200.0
46,,,,
47,Masimba Holdings Limited,239.94,230.0,800.0
48,,,,
49,Meikles Limited,600.0,600.0,0.0
50,,,,
51,Nampak Zimbabwe Limited,77.0,77.0,0.0
52,,,,
53,National Tyre Services Limited,25.0,25.0,0.0
54,,,,
55,Nmbz Holdings Limited,350.0,315.0,100.0
56,,,,
57,Ok Zimbabwe Limited,97.0,97.25,600.0
58,,,,
59,Proplastics Limited,280.0,278.0278,3600.0
60,,,,
61,Rainbow Tourism Group Limited,39.0,39.0,0.0
62,,,,
63,Riozim Limited,139.9608,139.9608,0.0
64,,,,
65,Seed Co Limited,400.0122,400.0,59700.0
66,,,,
67,Starafricacorporation Limited,0.99,0.9759,663200.0
68,,,,
69,Tanganda Tea Company Limited,378.0,377.4286,2800.0
70,,,,
71,Tsl Limited,300.0,300.0,100.0
72,,,,
73,Turnall Holdings Limited,7.0,6.9035,3400.0
74,,,,
75,Unifreight Africa Limited,285.0,285.0,0.0
76,Willdale Limited,4.0,4.0,217500.0
77,,,,
78,Zb Financial Holdings Limited,748.925,748.925,0.0
79,,,,
80,Zeco Holdings Limited,0.0018,0.0018,0.0
81,,,,
82,Zimbabwe Newspapers (1980) Limited,10.05,10.05,0.0
83,,,,
84,Zimre Holdings Limited,28.0,28.0,1000.0
85,,,,5293700.0
86,,,,
87,,,,5293700.0
