Name,Opening_Price,Closing_Price,Volume_Traded
1.0,700.0,800.0,560000.0
2.0,30.05,2400.0,72120.0
3.0,4.0,100100.0,400400.0
4.0,1.5,0.0,0.0
5.0,2.64,0.0,0.0
6.0,4300.0,0.0,0.0
7.0,1500.0,0.0,0.0
8.0,1000.687,2300.0,2301580.0
9.0,212.9,0.0,0.0
10.0,270.1136,0.0,0.0
11.0,1414.09,31300.0,44261000.0
12.0,76.7488,1105000.0,84807430.0
13.0,371.8388,45400.0,16881480.0
14.0,655.5,100.0,65550.0
15.0,120.25,0.0,0.0
16.0,193.0,100.0,19300.0
17.0,35.0,400.0,14000.0
18.0,6.0,0.0,0.0
19.0,747.35,0.0,0.0
20.0,60.25,0.0,0.0
21.0,230.0,0.0,0.0
22.0,600.0,0.0,0.0
23.0,120.5,0.0,0.0
24.0,50.0,0.0,0.0
25.0,195.3,9346100.0,1830000000.0
26.0,85.25,300.0,25575.0
27.0,197.85,3800.0,751830.0
28.0,46.0095,23700.0,1090425.0
29.0,139.9608,0.0,0.0
30.0,350.1389,3600.0,1260500.0
31.0,1.1,0.0,0.0
32.0,360.9091,0.0,0.0
33.0,280.0,0.0,0.0
34.0,6.99,0.0,0.0
35.0,285.0,2200.0,627000.0
36.0,3.8015,201800.0,767140.0
37.0,633.3571,1400.0,886700.0
38.0,0.0018,0.0,0.0
39.0,4.6,0.0,0.0
40.0,28.0194,28600.0,801355.0
