,0,1,2,3
3,EQUITIES,,,
4,,,,
5,Afdis Distillers Limited,280.0,280.0,0.0
6,,,,
7,African Sun Limited,92.0,90.966,60300.0
8,,,,
9,Amalgamated Regional Trading (Art) Holdings Limited,22.0,22.7576,9900.0
10,,,,
11,,,,
12,Ariston Holdings Limited,11.4582,11.3656,28900.0
13,,,,
14,Bridgefort Capital Limited,9.2,9.2,0.0
15,,,,
16,Bridgefort Capital Limited Class B,29.3,29.3,0.0
17,,,,
18,British American Tobacco Zimbabwe Limited,2772.0,2771.0,300.0
19,,,,
20,,,,
21,Cafca Limited,349.85,349.85,0.0
22,,,,
23,Cbz Holdings Limited,140.3182,140.0519,262900.0
24,,,,
25,Cfi Holdings Limited,588.8,588.8,0.0
26,,,,
27,Dairibord Holdings Limited,90.0,90.0,0.0
28,,,,
29,Delta Corporation Limited,531.2108,558.3928,563900.0
30,,,,
31,Ecocash Holdings Zimbabwe Limited,65.8657,65.0742,184000.0
32,,,,
33,Econet Wireless Zimbabwe Limited,180.7625,182.8043,107900.0
34,,,,
35,Edgars Stores Limited,16.5,16.5,0.0
36,,,,
37,Fbc Holdings Limited,83.0,83.05,15100.0
38,,,,
39,Fidelity Life Assurance Limited,29.0,29.0,300.0
40,,,,
41,First Capital Bank Limited,18.0005,17.9,6600.0
42,,,,
43,First Mutual Holdings Limited,19.499,19.499,0.0
44,,,,
45,First Mutual Properties Limited,15.5,15.5,0.0
46,,,,
47,General Beltings Holdings Limited,1.9,1.9,2200.0
48,,,,
49,Getbucks Microfinance Bank Limited,23.0,23.0,0.0
50,,,,
51,Hippo Valley Estates Limited,500.0029,500.8032,7700.0
52,,,,
53,Mashonaland Holdings Limited,10.0,11.0,100.0
54,,,,
55,Masimba Holdings Limited,118.0,118.0,0.0
56,,,,
57,Meikles Limited,198.05,200.05,16900.0
58,,,,
59,Nampak Zimbabwe Limited,26.2981,26.0168,41600.0
60,,,,
61,National Tyre Services Limited,12.5,12.5,0.0
62,,,,
63,Nmbz Holdings Limited,45.0996,45.0996,0.0
64,,,,
65,Ok Zimbabwe Limited,55.5775,57.0038,1173200.0
66,,,,
67,Proplastics Limited,70.316,70.9901,10100.0
68,,,,
69,Rainbow Tourism Group Limited,14.0,14.0,0.0
70,,,,
71,Riozim Limited,184.0,184.0,0.0
72,,,,
73,Seed Co Limited,196.1481,196.15,11200.0
74,Starafricacorporation Limited,1.7019,1.722,50600.0
75,,,,
76,Tanganda Tea Company Limited,299.6479,299.8116,164800.0
77,,,,
78,Truworths Limited,2.8006,2.8,2400.0
79,,,,
80,Tsl Limited,65.0094,74.05,4300.0
81,,,,
82,Turnall Holdings Limited,7.55,7.55,0.0
83,,,,
84,Unifreight Africa Limited,63.0,63.0,0.0
85,,,,
86,Willdale Limited,3.5,3.5,28600.0
87,,,,
88,Zb Financial Holdings Limited,118.8,118.0,400.0
89,,,,
90,Zeco Holdings Limited,0.0331,0.0331,0.0
91,,,,
92,Zimbabwe Newspapers (1980) Limited,5.7959,5.7959,0.0
93,,,,
94,Zimplow Holdings Limited,34.15,34.15,0.0
95,,,,
96,Zimre Holdings Limited,10.95,11.5176,3700.0
97,,,,2757900.0
98,,,,
99,,,,2757900.0
